series,date,value
Tobacco,2011 JAN,71.4
Tobacco,2011 FEB,71.4
Tobacco,2011 MAR,71.4
Tobacco,2011 APR,75.8
Tobacco,2011 MAY,75.9
Tobacco,2011 JUN,76
Tobacco,2011 JUL,76.2
Tobacco,2011 AUG,76.3
Tobacco,2011 SEP,76.8
Tobacco,2011 OCT,77.5
Tobacco,2011 NOV,77.8
Tobacco,2011 DEC,77.6
Tobacco,2012 JAN,77.7
Tobacco,2012 FEB,77.7
Tobacco,2012 MAR,77.7
Tobacco,2012 APR,81.7
Tobacco,2012 MAY,81.7
Tobacco,2012 JUN,81.9
Tobacco,2012 JUL,82.5
Tobacco,2012 AUG,82.6
Tobacco,2012 SEP,83.6
Tobacco,2012 OCT,84.4
Tobacco,2012 NOV,84.6
Tobacco,2012 DEC,84.8
Tobacco,2013 JAN,84.9
Tobacco,2013 FEB,85.1
Tobacco,2013 MAR,85.1
Tobacco,2013 APR,87.8
Tobacco,2013 MAY,88
Tobacco,2013 JUN,88
Tobacco,2013 JUL,88
Tobacco,2013 AUG,88.3
Tobacco,2013 SEP,89.2
Tobacco,2013 OCT,89.8
Tobacco,2013 NOV,90.9
Tobacco,2013 DEC,91
Tobacco,2014 JAN,91.2
Tobacco,2014 FEB,91.3
Tobacco,2014 MAR,91.3
Tobacco,2014 APR,93.7
Tobacco,2014 MAY,94.3
Tobacco,2014 JUN,94.6
Tobacco,2014 JUL,95.2
Tobacco,2014 AUG,95.4
Tobacco,2014 SEP,96.4
Tobacco,2014 OCT,97.4
Tobacco,2014 NOV,97.8
Tobacco,2014 DEC,98
Tobacco,2015 JAN,97.9
Tobacco,2015 FEB,98.2
Tobacco,2015 MAR,98.2
Tobacco,2015 APR,99.7
Tobacco,2015 MAY,99.9
Tobacco,2015 JUN,100
Tobacco,2015 JUL,100.1
Tobacco,2015 AUG,100.2
Tobacco,2015 SEP,100.4
Tobacco,2015 OCT,101.3
Tobacco,2015 NOV,102.1
Tobacco,2015 DEC,102.1
Tobacco,2016 JAN,102.1
Tobacco,2016 FEB,102.4
Tobacco,2016 MAR,102.6
Tobacco,2016 APR,104.4
Tobacco,2016 MAY,104.7
Tobacco,2016 JUN,104.8
Tobacco,2016 JUL,105
Tobacco,2016 AUG,106
Tobacco,2016 SEP,106.3
Tobacco,2016 OCT,106.5
Tobacco,2016 NOV,106.7
Tobacco,2016 DEC,106.8
Tobacco,2017 JAN,106.9
Tobacco,2017 FEB,107.6
Tobacco,2017 MAR,109.8
Tobacco,2017 APR,110.9
Tobacco,2017 MAY,111.1
Tobacco,2017 JUN,111.2
Tobacco,2017 JUL,111.3
Tobacco,2017 AUG,111.2
Tobacco,2017 SEP,112.1
Tobacco,2017 OCT,112.2
Tobacco,2017 NOV,112.4
Tobacco,2017 DEC,115.4
Tobacco,2018 JAN,115.8
Tobacco,2018 FEB,116
Tobacco,2018 MAR,116.1
Tobacco,2018 APR,117.7
Tobacco,2018 MAY,119.1
Tobacco,2018 JUN,119.3
Tobacco,2018 JUL,119.5
Tobacco,2018 AUG,119.2
Tobacco,2018 SEP,119.3
Tobacco,2018 OCT,119.7
Tobacco,2018 NOV,123.8
Tobacco,2018 DEC,123.7
Tobacco,2019 JAN,124
Tobacco,2019 FEB,125.7
Tobacco,2019 MAR,126.5
Tobacco,2019 APR,125.9
Tobacco,2019 MAY,125.9
Tobacco,2019 JUN,125.8
Tobacco,2019 JUL,125.8
Tobacco,2019 AUG,125.7
Tobacco,2019 SEP,125.8
Tobacco,2019 OCT,125.9
Tobacco,2019 NOV,126
Tobacco,2019 DEC,126
Tobacco,2020 JAN,126
Tobacco,2020 FEB,126.2
Tobacco,2020 MAR,128.7
Tobacco,2020 APR,129.3
Tobacco,2020 MAY,129.2
Tobacco,2020 JUN,129.1
Tobacco,2020 JUL,129.7
Tobacco,2020 AUG,130.2
Tobacco,2020 SEP,130.6
Tobacco,2020 OCT,130.5
Tobacco,2020 NOV,130.5
Tobacco,2020 DEC,133.3
Tobacco,2021 JAN,133.4
Tobacco,2021 FEB,133.5
Tobacco,2021 MAR,133.4
Tobacco,2021 APR,133.5
Tobacco,2021 MAY,132.9
Tobacco,2021 JUN,133.3
Tobacco,2021 JUL,133.7
Tobacco,2021 AUG,133.8
Tobacco,2021 SEP,133.6
Tobacco,2021 OCT,133.7
Tobacco,2021 NOV,139.3
Tobacco,2021 DEC,139.7
Tobacco,2022 JAN,140.2
Tobacco,2022 FEB,141
Tobacco,2022 MAR,142.9
Tobacco,2022 APR,144
Tobacco,2022 MAY,144.2
Tobacco,2022 JUN,144.3
Tobacco,2022 JUL,144.6
Tobacco,2022 AUG,144.6
Tobacco,2022 SEP,144.7
Tobacco,2022 OCT,144.7
Tobacco,2022 NOV,144.8
Tobacco,2022 DEC,145.2
Tobacco,2023 JAN,146.4
Tobacco,2023 FEB,149
Tobacco,2023 MAR,149.6
Tobacco,2023 APR,159.8
Tobacco,2023 MAY,160.8
Tobacco,2023 JUN,161.1
Tobacco,2023 JUL,161.7
Tobacco,2023 AUG,161.7
Tobacco,2023 SEP,161.9
Tobacco,2023 OCT,162.2
Tobacco,2023 NOV,162
Tobacco,2023 DEC,168.5
Tobacco,2024 JAN,170
Tobacco,2024 FEB,172.1
Tobacco,2024 MAR,174.7
Tobacco,2024 APR,176
Tobacco,2024 MAY,176.5
Tobacco,2024 JUN,176.5
Tobacco,2024 JUL,176.6
Tobacco,2024 AUG,177.1
Tobacco,2024 SEP,176.8
Tobacco,2024 OCT,176.8
Tobacco,2024 NOV,182.7
Education,1988 JAN,12.3
Education,1988 FEB,12.3
Education,1988 MAR,12.3
Education,1988 APR,12.4
Education,1988 MAY,12.4
Education,1988 JUN,12.4
Education,1988 JUL,12.4
Education,1988 AUG,12.4
Education,1988 SEP,13.1
Education,1988 OCT,13.1
Education,1988 NOV,13.2
Education,1988 DEC,13.2
Education,1989 JAN,13.2
Education,1989 FEB,13.2
Education,1989 MAR,13.2
Education,1989 APR,13.2
Education,1989 MAY,13.3
Education,1989 JUN,13.3
Education,1989 JUL,13.3
Education,1989 AUG,13.3
Education,1989 SEP,13.9
Education,1989 OCT,13.9
Education,1989 NOV,14
Education,1989 DEC,14.1
Education,1990 JAN,14.2
Education,1990 FEB,14.3
Education,1990 MAR,14.3
Education,1990 APR,14.3
Education,1990 MAY,14.4
Education,1990 JUN,14.5
Education,1990 JUL,14.5
Education,1990 AUG,14.6
Education,1990 SEP,15.5
Education,1990 OCT,15.5
Education,1990 NOV,15.6
Education,1990 DEC,15.6
Education,1991 JAN,15.7
Education,1991 FEB,15.7
Education,1991 MAR,15.7
Education,1991 APR,15.9
Education,1991 MAY,16
Education,1991 JUN,16.1
Education,1991 JUL,16.1
Education,1991 AUG,16.2
Education,1991 SEP,17.9
Education,1991 OCT,18
Education,1991 NOV,18.1
Education,1991 DEC,18.1
Education,1992 JAN,18.2
Education,1992 FEB,18.3
Education,1992 MAR,18.3
Education,1992 APR,18.3
Education,1992 MAY,18.4
Education,1992 JUN,18.4
Education,1992 JUL,18.4
Education,1992 AUG,18.5
Education,1992 SEP,19.8
Education,1992 OCT,19.9
Education,1992 NOV,19.9
Education,1992 DEC,19.9
Education,1993 JAN,20
Education,1993 FEB,20.1
Education,1993 MAR,20.1
Education,1993 APR,20.2
Education,1993 MAY,20.3
Education,1993 JUN,20.3
Education,1993 JUL,20.4
Education,1993 AUG,20.4
Education,1993 SEP,21.7
Education,1993 OCT,21.8
Education,1993 NOV,21.8
Education,1993 DEC,21.9
Education,1994 JAN,22
Education,1994 FEB,22
Education,1994 MAR,22
Education,1994 APR,22.1
Education,1994 MAY,22.1
Education,1994 JUN,22.2
Education,1994 JUL,22.2
Education,1994 AUG,22.2
Education,1994 SEP,23.1
Education,1994 OCT,23.1
Education,1994 NOV,23.2
Education,1994 DEC,23.2
Education,1995 JAN,23.3
Education,1995 FEB,23.3
Education,1995 MAR,23.3
Education,1995 APR,23.3
Education,1995 MAY,23.4
Education,1995 JUN,23.4
Education,1995 JUL,23.4
Education,1995 AUG,23.4
Education,1995 SEP,24.1
Education,1995 OCT,24.1
Education,1995 NOV,24.1
Education,1995 DEC,24.1
Education,1996 JAN,24.2
Education,1996 FEB,24.2
Education,1996 MAR,24.2
Education,1996 APR,24.3
Education,1996 MAY,24.3
Education,1996 JUN,24.4
Education,1996 JUL,24.4
Education,1996 AUG,24.4
Education,1996 SEP,25
Education,1996 OCT,25.1
Education,1996 NOV,25.1
Education,1996 DEC,25.2
Education,1997 JAN,25.3
Education,1997 FEB,25.3
Education,1997 MAR,25.4
Education,1997 APR,25.4
Education,1997 MAY,25.4
Education,1997 JUN,25.5
Education,1997 JUL,25.5
Education,1997 AUG,25.5
Education,1997 SEP,26.6
Education,1997 OCT,26.7
Education,1997 NOV,26.7
Education,1997 DEC,26.7
Education,1998 JAN,26.8
Education,1998 FEB,26.8
Education,1998 MAR,26.8
Education,1998 APR,26.8
Education,1998 MAY,26.8
Education,1998 JUN,26.8
Education,1998 JUL,26.8
Education,1998 AUG,26.9
Education,1998 SEP,28.2
Education,1998 OCT,28.2
Education,1998 NOV,28.2
Education,1998 DEC,28.3
Education,1999 JAN,28.3
Education,1999 FEB,28.3
Education,1999 MAR,28.3
Education,1999 APR,28.3
Education,1999 MAY,28.3
Education,1999 JUN,28.4
Education,1999 JUL,28.4
Education,1999 AUG,28.4
Education,1999 SEP,29.8
Education,1999 OCT,29.9
Education,1999 NOV,29.9
Education,1999 DEC,29.9
Education,2000 JAN,29.9
Education,2000 FEB,29.9
Education,2000 MAR,29.9
Education,2000 APR,29.9
Education,2000 MAY,29.9
Education,2000 JUN,29.9
Education,2000 JUL,29.9
Education,2000 AUG,29.9
Education,2000 SEP,31.6
Education,2000 OCT,31.9
Education,2000 NOV,31.9
Education,2000 DEC,31.9
Education,2001 JAN,31.9
Education,2001 FEB,31.9
Education,2001 MAR,31.9
Education,2001 APR,31.9
Education,2001 MAY,31.9
Education,2001 JUN,31.9
Education,2001 JUL,31.9
Education,2001 AUG,31.9
Education,2001 SEP,33.3
Education,2001 OCT,33.4
Education,2001 NOV,33.4
Education,2001 DEC,33.4
Education,2002 JAN,33.4
Education,2002 FEB,33.4
Education,2002 MAR,33.4
Education,2002 APR,33.4
Education,2002 MAY,33.4
Education,2002 JUN,33.4
Education,2002 JUL,33.4
Education,2002 AUG,33.4
Education,2002 SEP,34.2
Education,2002 OCT,36.3
Education,2002 NOV,36.3
Education,2002 DEC,36.3
Education,2003 JAN,36.3
Education,2003 FEB,36.3
Education,2003 MAR,36.3
Education,2003 APR,36.3
Education,2003 MAY,36.3
Education,2003 JUN,36.3
Education,2003 JUL,36.3
Education,2003 AUG,36.3
Education,2003 SEP,37.2
Education,2003 OCT,38
Education,2003 NOV,38
Education,2003 DEC,38
Education,2004 JAN,38
Education,2004 FEB,38
Education,2004 MAR,38
Education,2004 APR,38
Education,2004 MAY,38
Education,2004 JUN,38
Education,2004 JUL,38
Education,2004 AUG,38
Education,2004 SEP,38.9
Education,2004 OCT,39.9
Education,2004 NOV,39.9
Education,2004 DEC,39.9
Education,2005 JAN,39.9
Education,2005 FEB,39.9
Education,2005 MAR,39.9
Education,2005 APR,39.9
Education,2005 MAY,39.9
Education,2005 JUN,39.9
Education,2005 JUL,39.9
Education,2005 AUG,39.9
Education,2005 SEP,40.7
Education,2005 OCT,41.8
Education,2005 NOV,41.8
Education,2005 DEC,41.8
Education,2006 JAN,41.8
Education,2006 FEB,41.8
Education,2006 MAR,41.8
Education,2006 APR,41.8
Education,2006 MAY,41.8
Education,2006 JUN,41.8
Education,2006 JUL,41.8
Education,2006 AUG,41.8
Education,2006 SEP,43.6
Education,2006 OCT,47.6
Education,2006 NOV,47.6
Education,2006 DEC,47.6
Education,2007 JAN,47.6
Education,2007 FEB,47.6
Education,2007 MAR,47.6
Education,2007 APR,47.6
Education,2007 MAY,47.6
Education,2007 JUN,47.6
Education,2007 JUL,47.6
Education,2007 AUG,47.6
Education,2007 SEP,49.6
Education,2007 OCT,53.8
Education,2007 NOV,53.8
Education,2007 DEC,53.8
Education,2008 JAN,53.8
Education,2008 FEB,53.8
Education,2008 MAR,53.8
Education,2008 APR,53.8
Education,2008 MAY,53.8
Education,2008 JUN,53.8
Education,2008 JUL,53.8
Education,2008 AUG,53.8
Education,2008 SEP,55
Education,2008 OCT,58.4
Education,2008 NOV,58.4
Education,2008 DEC,58.4
Education,2009 JAN,58.4
Education,2009 FEB,58.4
Education,2009 MAR,58.4
Education,2009 APR,58.4
Education,2009 MAY,58.4
Education,2009 JUN,58.4
Education,2009 JUL,58.4
Education,2009 AUG,58.4
Education,2009 SEP,59.5
Education,2009 OCT,61.5
Education,2009 NOV,61.5
Education,2009 DEC,61.5
Education,2010 JAN,61.5
Education,2010 FEB,61.5
Education,2010 MAR,61.5
Education,2010 APR,61.5
Education,2010 MAY,61.5
Education,2010 JUN,61.5
Education,2010 JUL,61.5
Education,2010 AUG,61.5
Education,2010 SEP,63.3
Education,2010 OCT,64.7
Education,2010 NOV,64.7
Education,2010 DEC,64.7
Education,2011 JAN,64.7
Education,2011 FEB,64.7
Education,2011 MAR,64.7
Education,2011 APR,64.7
Education,2011 MAY,64.7
Education,2011 JUN,64.7
Education,2011 JUL,64.7
Education,2011 AUG,64.7
Education,2011 SEP,66.2
Education,2011 OCT,68
Education,2011 NOV,68
Education,2011 DEC,68
Education,2012 JAN,68
Education,2012 FEB,68
Education,2012 MAR,68
Education,2012 APR,68
Education,2012 MAY,68
Education,2012 JUN,68
Education,2012 JUL,68
Education,2012 AUG,68
Education,2012 SEP,68.3
Education,2012 OCT,81.4
Education,2012 NOV,81.4
Education,2012 DEC,81.4
Education,2013 JAN,81.4
Education,2013 FEB,81.4
Education,2013 MAR,81.4
Education,2013 APR,81.4
Education,2013 MAY,81.4
Education,2013 JUN,81.4
Education,2013 JUL,81.4
Education,2013 AUG,81.4
Education,2013 SEP,83
Education,2013 OCT,89.8
Education,2013 NOV,89.8
Education,2013 DEC,89.8
Education,2014 JAN,89.8
Education,2014 FEB,89.8
Education,2014 MAR,89.8
Education,2014 APR,89.8
Education,2014 MAY,89.8
Education,2014 JUN,89.8
Education,2014 JUL,89.8
Education,2014 AUG,89.8
Education,2014 SEP,91.5
Education,2014 OCT,98.7
Education,2014 NOV,98.7
Education,2014 DEC,98.7
Education,2015 JAN,98.7
Education,2015 FEB,98.7
Education,2015 MAR,98.7
Education,2015 APR,98.7
Education,2015 MAY,98.7
Education,2015 JUN,98.7
Education,2015 JUL,98.7
Education,2015 AUG,98.7
Education,2015 SEP,99.9
Education,2015 OCT,103.4
Education,2015 NOV,103.4
Education,2015 DEC,103.4
Education,2016 JAN,103.4
Education,2016 FEB,103.4
Education,2016 MAR,103.4
Education,2016 APR,103.4
Education,2016 MAY,103.4
Education,2016 JUN,103.4
Education,2016 JUL,103.4
Education,2016 AUG,103.4
Education,2016 SEP,105.7
Education,2016 OCT,107.9
Education,2016 NOV,107.9
Education,2016 DEC,107.9
Education,2017 JAN,107.9
Education,2017 FEB,107.9
Education,2017 MAR,107.9
Education,2017 APR,107.9
Education,2017 MAY,107.9
Education,2017 JUN,107.9
Education,2017 JUL,107.9
Education,2017 AUG,107.9
Education,2017 SEP,108.8
Education,2017 OCT,110.9
Education,2017 NOV,110.9
Education,2017 DEC,110.9
Education,2018 JAN,110.9
Education,2018 FEB,110.9
Education,2018 MAR,110.9
Education,2018 APR,110.9
Education,2018 MAY,110.9
Education,2018 JUN,110.9
Education,2018 JUL,110.9
Education,2018 AUG,110.9
Education,2018 SEP,112
Education,2018 OCT,114.4
Education,2018 NOV,114.4
Education,2018 DEC,114.4
Education,2019 JAN,114.4
Education,2019 FEB,114.4
Education,2019 MAR,114.4
Education,2019 APR,114.4
Education,2019 MAY,114.4
Education,2019 JUN,114.4
Education,2019 JUL,114.4
Education,2019 AUG,114.4
Education,2019 SEP,115.6
Education,2019 OCT,117.5
Education,2019 NOV,117.5
Education,2019 DEC,117.5
Education,2020 JAN,117.5
Education,2020 FEB,117.5
Education,2020 MAR,117.5
Education,2020 APR,117.5
Education,2020 MAY,117.5
Education,2020 JUN,117.5
Education,2020 JUL,117.5
Education,2020 AUG,117.5
Education,2020 SEP,117.9
Education,2020 OCT,120
Education,2020 NOV,120
Education,2020 DEC,120
Education,2021 JAN,120
Education,2021 FEB,120
Education,2021 MAR,120
Education,2021 APR,120
Education,2021 MAY,120
Education,2021 JUN,120
Education,2021 JUL,120
Education,2021 AUG,120
Education,2021 SEP,121.3
Education,2021 OCT,125.4
Education,2021 NOV,125.4
Education,2021 DEC,125.4
Education,2022 JAN,125.4
Education,2022 FEB,125.4
Education,2022 MAR,125.4
Education,2022 APR,125.4
Education,2022 MAY,125.4
Education,2022 JUN,125.4
Education,2022 JUL,125.4
Education,2022 AUG,125.4
Education,2022 SEP,126.5
Education,2022 OCT,129.4
Education,2022 NOV,129.4
Education,2022 DEC,129.4
Education,2023 JAN,129.4
Education,2023 FEB,129.4
Education,2023 MAR,129.4
Education,2023 APR,129.4
Education,2023 MAY,129.4
Education,2023 JUN,129.4
Education,2023 JUL,129.4
Education,2023 AUG,129.4
Education,2023 SEP,131.7
Education,2023 OCT,135.2
Education,2023 NOV,135.2
Education,2023 DEC,135.2
Education,2024 JAN,135.2
Education,2024 FEB,135.2
Education,2024 MAR,135.2
Education,2024 APR,135.2
Education,2024 MAY,135.2
Education,2024 JUN,135.2
Education,2024 JUL,135.2
Education,2024 AUG,135.2
Education,2024 SEP,137.6
Education,2024 OCT,142
Education,2024 NOV,142
Bread,2015 JAN,103.7
Bread,2015 FEB,102.7
Bread,2015 MAR,102.4
Bread,2015 APR,99.1
Bread,2015 MAY,99.9
Bread,2015 JUN,99.6
Bread,2015 JUL,98.4
Bread,2015 AUG,99.3
Bread,2015 SEP,99.6
Bread,2015 OCT,99.1
Bread,2015 NOV,97.2
Bread,2015 DEC,98.9
Bread,2016 JAN,97.2
Bread,2016 FEB,98.7
Bread,2016 MAR,97
Bread,2016 APR,96.8
Bread,2016 MAY,96.1
Bread,2016 JUN,97.7
Bread,2016 JUL,95.3
Bread,2016 AUG,97.3
Bread,2016 SEP,97.1
Bread,2016 OCT,96.9
Bread,2016 NOV,97.9
Bread,2016 DEC,98.1
Bread,2017 JAN,99.3
Bread,2017 FEB,99.9
Bread,2017 MAR,100.1
Bread,2017 APR,100.3
Bread,2017 MAY,101.4
Bread,2017 JUN,101.3
Bread,2017 JUL,99.7
Bread,2017 AUG,101.9
Bread,2017 SEP,102.3
Bread,2017 OCT,102.9
Bread,2017 NOV,103.8
Bread,2017 DEC,105.2
Bread,2018 JAN,105.4
Bread,2018 FEB,105
Bread,2018 MAR,105.2
Bread,2018 APR,106.1
Bread,2018 MAY,105.8
Bread,2018 JUN,105
Bread,2018 JUL,105.8
Bread,2018 AUG,106.2
Bread,2018 SEP,105.8
Bread,2018 OCT,105.7
Bread,2018 NOV,105.8
Bread,2018 DEC,106.1
Bread,2019 JAN,107.5
Bread,2019 FEB,108.1
Bread,2019 MAR,108.7
Bread,2019 APR,108.2
Bread,2019 MAY,107.9
Bread,2019 JUN,106.4
Bread,2019 JUL,108
Bread,2019 AUG,106.7
Bread,2019 SEP,105.5
Bread,2019 OCT,105
Bread,2019 NOV,105
Bread,2019 DEC,106.2
Bread,2020 JAN,107.2
Bread,2020 FEB,106.2
Bread,2020 MAR,107
Bread,2020 APR,106.7
Bread,2020 MAY,105.8
Bread,2020 JUN,105
Bread,2020 JUL,104.5
Bread,2020 AUG,106.3
Bread,2020 SEP,106.7
Bread,2020 OCT,107.1
Bread,2020 NOV,106.5
Bread,2020 DEC,105.2
Bread,2021 JAN,106.8
Bread,2021 FEB,107.2
Bread,2021 MAR,107.5
Bread,2021 APR,108
Bread,2021 MAY,106.4
Bread,2021 JUN,107.4
Bread,2021 JUL,108
Bread,2021 AUG,108.1
Bread,2021 SEP,108.5
Bread,2021 OCT,108.7
Bread,2021 NOV,108
Bread,2021 DEC,109.9
Bread,2022 JAN,111.2
Bread,2022 FEB,110.9
Bread,2022 MAR,112.9
Bread,2022 APR,113.2
Bread,2022 MAY,115.6
Bread,2022 JUN,117.8
Bread,2022 JUL,119.8
Bread,2022 AUG,122
Bread,2022 SEP,124.3
Bread,2022 OCT,124.4
Bread,2022 NOV,129.7
Bread,2022 DEC,132.4
Bread,2023 JAN,132.3
Bread,2023 FEB,134
Bread,2023 MAR,134.2
Bread,2023 APR,134.2
Bread,2023 MAY,133.3
Bread,2023 JUN,134
Bread,2023 JUL,134
Bread,2023 AUG,133.3
Bread,2023 SEP,134.3
Bread,2023 OCT,134.9
Bread,2023 NOV,133.9
Bread,2023 DEC,135.3
Bread,2024 JAN,135.2
Bread,2024 FEB,135.4
Bread,2024 MAR,135.4
Bread,2024 APR,135.5
Bread,2024 MAY,135.8
Bread,2024 JUN,136.1
Bread,2024 JUL,135.5
Bread,2024 AUG,136.3
Bread,2024 SEP,136.4
Bread,2024 OCT,136.3
Bread,2024 NOV,136