series,date,value
L52G,2012 JUL,93.9
L52G,2012 AUG,94.1
L52G,2012 SEP,93.9
L52G,2012 OCT,94.4
L52G,2012 NOV,94.5
L52G,2012 DEC,94.8
L52G,2013 JAN,94.7
L52G,2013 FEB,94.9
L52G,2013 MAR,95.1
L52G,2013 APR,95.4
L52G,2013 MAY,95.8
L52G,2013 JUN,95.8
L52G,2013 JUL,96.2
L52G,2013 AUG,96.4
L52G,2013 SEP,96.3
L52G,2013 OCT,96.5
L52G,2013 NOV,96.5
L52G,2013 DEC,96.7
L52G,2014 JAN,96.6
L52G,2014 FEB,96.8
L52G,2014 MAR,96.9
L52G,2014 APR,97.6
L52G,2014 MAY,97.6
L52G,2014 JUN,97.8
L52G,2014 JUL,98.3
L52G,2014 AUG,98.6
L52G,2014 SEP,98.3
L52G,2014 OCT,98.6
L52G,2014 NOV,98.5
L52G,2014 DEC,98.8
L52G,2015 JAN,98.7
L52G,2015 FEB,98.9
L52G,2015 MAR,99.0
L52G,2015 APR,99.5
L52G,2015 MAY,99.7
L52G,2015 JUN,99.9
L52G,2015 JUL,100.4
L52G,2015 AUG,100.7
L52G,2015 SEP,100.5
L52G,2015 OCT,100.6
L52G,2015 NOV,100.7
L52G,2015 DEC,101.3
L52G,2016 JAN,100.9
L52G,2016 FEB,101.1
L52G,2016 MAR,101.6
L52G,2016 APR,101.9
L52G,2016 MAY,102.3
L52G,2016 JUN,102.6
L52G,2016 JUL,103.1
L52G,2016 AUG,103.4
L52G,2016 SEP,103.1
L52G,2016 OCT,103.1
L52G,2016 NOV,103.1
L52G,2016 DEC,103.8
L52G,2017 JAN,103.4
L52G,2017 FEB,103.8
L52G,2017 MAR,103.8
L52G,2017 APR,104.8
L52G,2017 MAY,104.9
L52G,2017 JUN,105.1
L52G,2017 JUL,105.6
L52G,2017 AUG,106.0
L52G,2017 SEP,105.7
L52G,2017 OCT,105.6
L52G,2017 NOV,105.6
L52G,2017 DEC,106.1
L52G,2018 JAN,105.8
L52G,2018 FEB,106.0
L52G,2018 MAR,106.1
L52G,2018 APR,106.8
L52G,2018 MAY,107.1
L52G,2018 JUN,107.3
L52G,2018 JUL,107.7
L52G,2018 AUG,108.3
L52G,2018 SEP,107.9
L52G,2018 OCT,107.8
L52G,2018 NOV,107.9
L52G,2018 DEC,108.4
L52G,2019 JAN,108.1
L52G,2019 FEB,108.3
L52G,2019 MAR,108.4
L52G,2019 APR,109.4
L52G,2019 MAY,109.5
L52G,2019 JUN,109.7
L52G,2019 JUL,110.1
L52G,2019 AUG,110.4
L52G,2019 SEP,110.2
L52G,2019 OCT,110.3
L52G,2019 NOV,110.3
L52G,2019 DEC,110.5
L52G,2020 JAN,110.4
L52G,2020 FEB,110.7
L52G,2020 MAR,110.8
L52G,2020 APR,111.5
L52G,2020 MAY,111.5
L52G,2020 JUN,111.6
L52G,2020 JUL,112.2
L52G,2020 AUG,111.5
L52G,2020 SEP,111.9
L52G,2020 OCT,111.9
L52G,2020 NOV,111.9
L52G,2020 DEC,112.2
L52G,2021 JAN,112.3
L52G,2021 FEB,112.5
L52G,2021 MAR,112.6
L52G,2021 APR,113.3
L52G,2021 MAY,113.6
L52G,2021 JUN,113.9
L52G,2021 JUL,114.2
L52G,2021 AUG,114.6
L52G,2021 SEP,114.6
L52G,2021 OCT,115.1
L52G,2021 NOV,115.3
L52G,2021 DEC,115.7
L52G,2022 JAN,115.8
L52G,2022 FEB,116.1
L52G,2022 MAR,116.7
L52G,2022 APR,118.0
L52G,2022 MAY,118.5
L52G,2022 JUN,119.1
L52G,2022 JUL,119.8
L52G,2022 AUG,120.4
L52G,2022 SEP,120.7
L52G,2022 OCT,121.3
L52G,2022 NOV,121.6
L52G,2022 DEC,122.4
L52G,2023 JAN,121.8
L52G,2023 FEB,122.7
L52G,2023 MAR,123.4
L52G,2023 APR,125.1
L52G,2023 MAY,126.0
L52G,2023 JUN,126.6
L52G,2023 JUL,127.5
L52G,2023 AUG,127.8
L52G,2023 SEP,128.2
L52G,2023 OCT,128.8
L52G,2023 NOV,128.8
L52G,2023 DEC,129.7
L52G,2024 JAN,129.2
L52G,2024 FEB,130.0
L52G,2024 MAR,130.8
L52G,2024 APR,132.6
L52G,2024 MAY,133.4
L52G,2024 JUN,134.1
L52G,2024 JUL,134.8
L52G,2024 AUG,135.4
L52G,2024 SEP,135.4
L52G,2024 OCT,136.0
L52G,2024 NOV,136.2
L528,1988 JAN,37.6
L528,1988 FEB,37.7
L528,1988 MAR,38.2
L528,1988 APR,38.4
L528,1988 MAY,38.5
L528,1988 JUN,38.6
L528,1988 JUL,38.7
L528,1988 AUG,38.9
L528,1988 SEP,39.0
L528,1988 OCT,39.3
L528,1988 NOV,39.5
L528,1988 DEC,39.5
L528,1989 JAN,40.4
L528,1989 FEB,40.7
L528,1989 MAR,40.7
L528,1989 APR,41.3
L528,1989 MAY,41.6
L528,1989 JUN,41.9
L528,1989 JUL,42.0
L528,1989 AUG,42.3
L528,1989 SEP,42.3
L528,1989 OCT,42.5
L528,1989 NOV,42.6
L528,1989 DEC,42.6
L528,1990 JAN,43.7
L528,1990 FEB,43.7
L528,1990 MAR,44.2
L528,1990 APR,44.6
L528,1990 MAY,44.8
L528,1990 JUN,45.0
L528,1990 JUL,45.4
L528,1990 AUG,45.7
L528,1990 SEP,46.4
L528,1990 OCT,46.7
L528,1990 NOV,46.9
L528,1990 DEC,47.0
L528,1991 JAN,47.4
L528,1991 FEB,47.5
L528,1991 MAR,47.8
L528,1991 APR,49.3
L528,1991 MAY,49.7
L528,1991 JUN,50.0
L528,1991 JUL,50.3
L528,1991 AUG,50.9
L528,1991 SEP,51.1
L528,1991 OCT,51.5
L528,1991 NOV,51.6
L528,1991 DEC,51.7
L528,1992 JAN,51.6
L528,1992 FEB,51.8
L528,1992 MAR,52.3
L528,1992 APR,52.9
L528,1992 MAY,53.1
L528,1992 JUN,53.3
L528,1992 JUL,53.7
L528,1992 AUG,53.9
L528,1992 SEP,54.0
L528,1992 OCT,54.1
L528,1992 NOV,54.4
L528,1992 DEC,54.5
L528,1993 JAN,54.6
L528,1993 FEB,54.6
L528,1993 MAR,54.8
L528,1993 APR,55.4
L528,1993 MAY,54.3
L528,1993 JUN,52.7
L528,1993 JUL,52.4
L528,1993 AUG,52.7
L528,1993 SEP,52.8
L528,1993 OCT,52.7
L528,1993 NOV,55.4
L528,1993 DEC,55.2
L528,1994 JAN,52.9
L528,1994 FEB,55.4
L528,1994 MAR,53.0
L528,1994 APR,53.5
L528,1994 MAY,56.4
L528,1994 JUN,54.3
L528,1994 JUL,54.2
L528,1994 AUG,56.3
L528,1994 SEP,56.0
L528,1994 OCT,54.6
L528,1994 NOV,54.3
L528,1994 DEC,55.6
L528,1995 JAN,54.4
L528,1995 FEB,53.8
L528,1995 MAR,55.4
L528,1995 APR,55.2
L528,1995 MAY,55.7
L528,1995 JUN,55.2
L528,1995 JUL,55.4
L528,1995 AUG,55.4
L528,1995 SEP,56.5
L528,1995 OCT,55.9
L528,1995 NOV,55.9
L528,1995 DEC,56.2
L528,1996 JAN,56.6
L528,1996 FEB,56.8
L528,1996 MAR,57.3
L528,1996 APR,58.0
L528,1996 MAY,57.8
L528,1996 JUN,58.0
L528,1996 JUL,58.0
L528,1996 AUG,58.2
L528,1996 SEP,58.4
L528,1996 OCT,57.8
L528,1996 NOV,57.8
L528,1996 DEC,58.5
L528,1997 JAN,57.6
L528,1997 FEB,58.2
L528,1997 MAR,59.2
L528,1997 APR,59.6
L528,1997 MAY,59.8
L528,1997 JUN,59.3
L528,1997 JUL,59.4
L528,1997 AUG,60.5
L528,1997 SEP,60.5
L528,1997 OCT,59.4
L528,1997 NOV,59.5
L528,1997 DEC,60.4
L528,1998 JAN,59.6
L528,1998 FEB,60.9
L528,1998 MAR,61.2
L528,1998 APR,61.5
L528,1998 MAY,61.5
L528,1998 JUN,62.0
L528,1998 JUL,62.0
L528,1998 AUG,62.0
L528,1998 SEP,62.0
L528,1998 OCT,62.2
L528,1998 NOV,62.3
L528,1998 DEC,62.1
L528,1999 JAN,62.1
L528,1999 FEB,62.4
L528,1999 MAR,62.4
L528,1999 APR,62.5
L528,1999 MAY,62.7
L528,1999 JUN,62.7
L528,1999 JUL,62.8
L528,1999 AUG,63.1
L528,1999 SEP,63.5
L528,1999 OCT,63.6
L528,1999 NOV,63.8
L528,1999 DEC,63.7
L528,2000 JAN,63.9
L528,2000 FEB,64.0
L528,2000 MAR,64.2
L528,2000 APR,64.6
L528,2000 MAY,64.7
L528,2000 JUN,64.6
L528,2000 JUL,64.9
L528,2000 AUG,65.2
L528,2000 SEP,65.4
L528,2000 OCT,65.5
L528,2000 NOV,65.4
L528,2000 DEC,65.6
L528,2001 JAN,66.0
L528,2001 FEB,66.1
L528,2001 MAR,66.6
L528,2001 APR,67.0
L528,2001 MAY,67.5
L528,2001 JUN,67.1
L528,2001 JUL,67.5
L528,2001 AUG,67.7
L528,2001 SEP,67.8
L528,2001 OCT,67.9
L528,2001 NOV,68.3
L528,2001 DEC,68.3
L528,2002 JAN,68.8
L528,2002 FEB,68.7
L528,2002 MAR,69.0
L528,2002 APR,69.5
L528,2002 MAY,69.7
L528,2002 JUN,70.0
L528,2002 JUL,69.9
L528,2002 AUG,70.3
L528,2002 SEP,70.4
L528,2002 OCT,70.6
L528,2002 NOV,70.6
L528,2002 DEC,70.6
L528,2003 JAN,71.0
L528,2003 FEB,71.3
L528,2003 MAR,71.4
L528,2003 APR,71.7
L528,2003 MAY,71.9
L528,2003 JUN,72.0
L528,2003 JUL,72.7
L528,2003 AUG,72.7
L528,2003 SEP,72.9
L528,2003 OCT,73.1
L528,2003 NOV,73.2
L528,2003 DEC,72.8
L528,2004 JAN,72.9
L528,2004 FEB,72.8
L528,2004 MAR,73.0
L528,2004 APR,73.3
L528,2004 MAY,73.4
L528,2004 JUN,73.5
L528,2004 JUL,73.6
L528,2004 AUG,73.6
L528,2004 SEP,74.0
L528,2004 OCT,74.3
L528,2004 NOV,74.3
L528,2004 DEC,74.2
L528,2005 JAN,74.7
L528,2005 FEB,74.9
L528,2005 MAR,74.9
L528,2005 APR,75.4
L528,2005 MAY,75.5
L528,2005 JUN,75.6
L528,2005 JUL,76.2
L528,2005 AUG,76.3
L528,2005 SEP,76.3
L528,2005 OCT,76.5
L528,2005 NOV,76.5
L528,2005 DEC,76.0
L528,2006 JAN,76.5
L528,2006 FEB,76.6
L528,2006 MAR,76.5
L528,2006 APR,77.4
L528,2006 MAY,77.7
L528,2006 JUN,77.6
L528,2006 JUL,78.0
L528,2006 AUG,78.3
L528,2006 SEP,78.4
L528,2006 OCT,78.8
L528,2006 NOV,78.8
L528,2006 DEC,78.9
L528,2007 JAN,79.4
L528,2007 FEB,79.4
L528,2007 MAR,79.3
L528,2007 APR,79.8
L528,2007 MAY,80.2
L528,2007 JUN,80.3
L528,2007 JUL,80.7
L528,2007 AUG,80.9
L528,2007 SEP,81.1
L528,2007 OCT,81.4
L528,2007 NOV,81.2
L528,2007 DEC,81.5
L528,2008 JAN,81.9
L528,2008 FEB,81.9
L528,2008 MAR,82.1
L528,2008 APR,82.5
L528,2008 MAY,82.6
L528,2008 JUN,82.8
L528,2008 JUL,83.4
L528,2008 AUG,83.5
L528,2008 SEP,83.5
L528,2008 OCT,83.6
L528,2008 NOV,84.1
L528,2008 DEC,83.3
L528,2009 JAN,83.7
L528,2009 FEB,83.9
L528,2009 MAR,84.1
L528,2009 APR,84.7
L528,2009 MAY,84.7
L528,2009 JUN,84.9
L528,2009 JUL,85.5
L528,2009 AUG,85.9
L528,2009 SEP,86.1
L528,2009 OCT,86.4
L528,2009 NOV,86.3
L528,2009 DEC,85.9
L528,2010 JAN,86.9
L528,2010 FEB,86.8
L528,2010 MAR,86.9
L528,2010 APR,86.9
L528,2010 MAY,86.9
L528,2010 JUN,87.2
L528,2010 JUL,87.8
L528,2010 AUG,88.3
L528,2010 SEP,88.4
L528,2010 OCT,89.0
L528,2010 NOV,88.8
L528,2010 DEC,88.7
L528,2011 JAN,89.3
L528,2011 FEB,89.1
L528,2011 MAR,89.7
L528,2011 APR,90.4
L528,2011 MAY,90.3
L528,2011 JUN,90.3
L528,2011 JUL,90.8
L528,2011 AUG,91.2
L528,2011 SEP,91.5
L528,2011 OCT,91.6
L528,2011 NOV,91.7
L528,2011 DEC,91.5
L528,2012 JAN,92.2
L528,2012 FEB,92.3
L528,2012 MAR,92.2
L528,2012 APR,93.3
L528,2012 MAY,93.2
L528,2012 JUN,93.6
L528,2012 JUL,93.6
L528,2012 AUG,93.6
L528,2012 SEP,93.8
L528,2012 OCT,93.9
L528,2012 NOV,94.0
L528,2012 DEC,94.0
L528,2013 JAN,94.2
L528,2013 FEB,94.2
L528,2013 MAR,94.5
L528,2013 APR,95.5
L528,2013 MAY,95.5
L528,2013 JUN,95.4
L528,2013 JUL,96.0
L528,2013 AUG,96.2
L528,2013 SEP,96.4
L528,2013 OCT,96.3
L528,2013 NOV,96.3
L528,2013 DEC,96.3
L528,2014 JAN,96.9
L528,2014 FEB,97.4
L528,2014 MAR,97.5
L528,2014 APR,98.2
L528,2014 MAY,98.3
L528,2014 JUN,98.3
L528,2014 JUL,98.5
L528,2014 AUG,98.9
L528,2014 SEP,98.7
L528,2014 OCT,98.4
L528,2014 NOV,98.2
L528,2014 DEC,98.3
L528,2015 JAN,99.0
L528,2015 FEB,99.1
L528,2015 MAR,99.5
L528,2015 APR,100.2
L528,2015 MAY,100.5
L528,2015 JUN,99.9
L528,2015 JUL,100.8
L528,2015 AUG,100.7
L528,2015 SEP,100.7
L528,2015 OCT,100.0
L528,2015 NOV,99.8
L528,2015 DEC,99.8
L528,2016 JAN,101.2
L528,2016 FEB,101.2
L528,2016 MAR,101.4
L528,2016 APR,102.3
L528,2016 MAY,102.5
L528,2016 JUN,102.6
L528,2016 JUL,102.7
L528,2016 AUG,102.8
L528,2016 SEP,103.1
L528,2016 OCT,102.0
L528,2016 NOV,102.1
L528,2016 DEC,102.3
L528,2017 JAN,103.1
L528,2017 FEB,103.5
L528,2017 MAR,103.5
L528,2017 APR,104.5
L528,2017 MAY,104.8
L528,2017 JUN,105.0
L528,2017 JUL,105.3
L528,2017 AUG,105.3
L528,2017 SEP,105.4
L528,2017 OCT,105.4
L528,2017 NOV,105.4
L528,2017 DEC,105.5
L528,2018 JAN,106.1
L528,2018 FEB,106.2
L528,2018 MAR,106.3
L528,2018 APR,107.3
L528,2018 MAY,107.3
L528,2018 JUN,107.5
L528,2018 JUL,107.6
L528,2018 AUG,107.9
L528,2018 SEP,108.1
L528,2018 OCT,107.8
L528,2018 NOV,107.7
L528,2018 DEC,107.9
L528,2019 JAN,108.5
L528,2019 FEB,108.8
L528,2019 MAR,109.0
L528,2019 APR,109.9
L528,2019 MAY,110.1
L528,2019 JUN,110.4
L528,2019 JUL,110.4
L528,2019 AUG,110.5
L528,2019 SEP,110.9
L528,2019 OCT,110.6
L528,2019 NOV,110.9
L528,2019 DEC,110.9
L528,2020 JAN,111.6
L528,2020 FEB,112.1
L528,2020 MAR,112.5
L528,2020 APR,112.4
L528,2020 MAY,110.9
L528,2020 JUN,112.8
L528,2020 JUL,113.9
L528,2020 AUG,113.3
L528,2020 SEP,113.3
L528,2020 OCT,113.0
L528,2020 NOV,112.8
L528,2020 DEC,112.2
L528,2021 JAN,113.0
L528,2021 FEB,112.6
L528,2021 MAR,112.8
L528,2021 APR,114.2
L528,2021 MAY,114.0
L528,2021 JUN,114.6
L528,2021 JUL,115.0
L528,2021 AUG,114.9
L528,2021 SEP,114.8
L528,2021 OCT,114.5
L528,2021 NOV,114.5
L528,2021 DEC,114.8
L528,2022 JAN,115.4
L528,2022 FEB,115.5
L528,2022 MAR,115.6
L528,2022 APR,116.6
L528,2022 MAY,116.0
L528,2022 JUN,116.5
L528,2022 JUL,116.5
L528,2022 AUG,117.9
L528,2022 SEP,118.7
L528,2022 OCT,119.2
L528,2022 NOV,119.9
L528,2022 DEC,120.6
L528,2023 JAN,122.8
L528,2023 FEB,123.5
L528,2023 MAR,124.0
L528,2023 APR,125.0
L528,2023 MAY,125.8
L528,2023 JUN,126.1
L528,2023 JUL,127.0
L528,2023 AUG,128.0
L528,2023 SEP,128.7
L528,2023 OCT,129.0
L528,2023 NOV,129.1
L528,2023 DEC,129.7
L528,2024 JAN,131.4
L528,2024 FEB,131.7
L528,2024 MAR,132.3
L528,2024 APR,133.5
L528,2024 MAY,133.8
L528,2024 JUN,134.2
L528,2024 JUL,134.5
L528,2024 AUG,135.1
L528,2024 SEP,135.4
L528,2024 OCT,136.2
L528,2024 NOV,136.3
L53E,1988 JAN,33.1
L53E,1988 FEB,33.1
L53E,1988 MAR,33.1
L53E,1988 APR,33.7
L53E,1988 MAY,34.6
L53E,1988 JUN,35.4
L53E,1988 JUL,35.9
L53E,1988 AUG,35.9
L53E,1988 SEP,35.9
L53E,1988 OCT,35.9
L53E,1988 NOV,35.9
L53E,1988 DEC,35.9
L53E,1989 JAN,35.9
L53E,1989 FEB,35.9
L53E,1989 MAR,35.9
L53E,1989 APR,36.4
L53E,1989 MAY,37.1
L53E,1989 JUN,37.9
L53E,1989 JUL,38.3
L53E,1989 AUG,38.3
L53E,1989 SEP,38.3
L53E,1989 OCT,38.3
L53E,1989 NOV,38.3
L53E,1989 DEC,38.3
L53E,1990 JAN,38.3
L53E,1990 FEB,38.3
L53E,1990 MAR,38.3
L53E,1990 APR,38.7
L53E,1990 MAY,40.1
L53E,1990 JUN,41.1
L53E,1990 JUL,41.8
L53E,1990 AUG,41.8
L53E,1990 SEP,41.8
L53E,1990 OCT,41.8
L53E,1990 NOV,41.8
L53E,1990 DEC,41.8
L53E,1991 JAN,41.8
L53E,1991 FEB,41.8
L53E,1991 MAR,41.8
L53E,1991 APR,42.5
L53E,1991 MAY,43.9
L53E,1991 JUN,45.3
L53E,1991 JUL,46.2
L53E,1991 AUG,46.2
L53E,1991 SEP,46.2
L53E,1991 OCT,46.2
L53E,1991 NOV,46.2
L53E,1991 DEC,46.2
L53E,1992 JAN,46.2
L53E,1992 FEB,46.2
L53E,1992 MAR,46.2
L53E,1992 APR,46.3
L53E,1992 MAY,46.6
L53E,1992 JUN,47.0
L53E,1992 JUL,47.2
L53E,1992 AUG,47.2
L53E,1992 SEP,47.2
L53E,1992 OCT,47.2
L53E,1992 NOV,47.2
L53E,1992 DEC,47.2
L53E,1993 JAN,47.2
L53E,1993 FEB,47.2
L53E,1993 MAR,47.2
L53E,1993 APR,47.1
L53E,1993 MAY,46.7
L53E,1993 JUN,46.5
L53E,1993 JUL,46.3
L53E,1993 AUG,46.3
L53E,1993 SEP,46.4
L53E,1993 OCT,46.4
L53E,1993 NOV,46.3
L53E,1993 DEC,46.2
L53E,1994 JAN,46.1
L53E,1994 FEB,45.8
L53E,1994 MAR,45.6
L53E,1994 APR,49.1
L53E,1994 MAY,48.9
L53E,1994 JUN,48.8
L53E,1994 JUL,49.1
L53E,1994 AUG,49.3
L53E,1994 SEP,49.2
L53E,1994 OCT,49.0
L53E,1994 NOV,48.9
L53E,1994 DEC,48.9
L53E,1995 JAN,49.0
L53E,1995 FEB,48.9
L53E,1995 MAR,48.9
L53E,1995 APR,48.9
L53E,1995 MAY,48.8
L53E,1995 JUN,48.8
L53E,1995 JUL,48.9
L53E,1995 AUG,48.9
L53E,1995 SEP,48.9
L53E,1995 OCT,48.8
L53E,1995 NOV,48.8
L53E,1995 DEC,48.8
L53E,1996 JAN,48.8
L53E,1996 FEB,48.8
L53E,1996 MAR,48.8
L53E,1996 APR,48.8
L53E,1996 MAY,48.9
L53E,1996 JUN,49.1
L53E,1996 JUL,49.2
L53E,1996 AUG,49.0
L53E,1996 SEP,48.7
L53E,1996 OCT,48.2
L53E,1996 NOV,47.9
L53E,1996 DEC,47.7
L53E,1997 JAN,47.2
L53E,1997 FEB,47.4
L53E,1997 MAR,47.6
L53E,1997 APR,47.5
L53E,1997 MAY,47.2
L53E,1997 JUN,46.9
L53E,1997 JUL,46.6
L53E,1997 AUG,46.5
L53E,1997 SEP,45.1
L53E,1997 OCT,45.0
L53E,1997 NOV,44.6
L53E,1997 DEC,44.3
L53E,1998 JAN,44.2
L53E,1998 FEB,44.6
L53E,1998 MAR,45.0
L53E,1998 APR,45.0
L53E,1998 MAY,44.5
L53E,1998 JUN,44.1
L53E,1998 JUL,43.8
L53E,1998 AUG,43.8
L53E,1998 SEP,43.8
L53E,1998 OCT,43.8
L53E,1998 NOV,43.8
L53E,1998 DEC,43.8
L53E,1999 JAN,43.8
L53E,1999 FEB,43.8
L53E,1999 MAR,43.8
L53E,1999 APR,43.8
L53E,1999 MAY,43.7
L53E,1999 JUN,43.7
L53E,1999 JUL,43.6
L53E,1999 AUG,43.6
L53E,1999 SEP,43.6
L53E,1999 OCT,43.6
