series,date,value
L53E,1999 NOV,43.6
L53E,1999 DEC,43.6
L53E,2000 JAN,43.6
L53E,2000 FEB,43.6
L53E,2000 MAR,43.5
L53E,2000 APR,43.4
L53E,2000 MAY,43.0
L53E,2000 JUN,42.6
L53E,2000 JUL,42.3
L53E,2000 AUG,42.3
L53E,2000 SEP,42.3
L53E,2000 OCT,42.3
L53E,2000 NOV,42.3
L53E,2000 DEC,42.3
L53E,2001 JAN,42.3
L53E,2001 FEB,42.3
L53E,2001 MAR,42.3
L53E,2001 APR,42.3
L53E,2001 MAY,42.3
L53E,2001 JUN,42.4
L53E,2001 JUL,42.4
L53E,2001 AUG,42.4
L53E,2001 SEP,42.5
L53E,2001 OCT,42.5
L53E,2001 NOV,42.5
L53E,2001 DEC,42.5
L53E,2002 JAN,42.5
L53E,2002 FEB,42.5
L53E,2002 MAR,42.5
L53E,2002 APR,42.5
L53E,2002 MAY,42.6
L53E,2002 JUN,42.6
L53E,2002 JUL,42.6
L53E,2002 AUG,42.6
L53E,2002 SEP,42.6
L53E,2002 OCT,42.6
L53E,2002 NOV,42.6
L53E,2002 DEC,42.6
L53E,2003 JAN,42.7
L53E,2003 FEB,42.7
L53E,2003 MAR,42.7
L53E,2003 APR,42.7
L53E,2003 MAY,42.8
L53E,2003 JUN,42.9
L53E,2003 JUL,43.0
L53E,2003 AUG,43.2
L53E,2003 SEP,43.3
L53E,2003 OCT,43.3
L53E,2003 NOV,43.4
L53E,2003 DEC,43.5
L53E,2004 JAN,43.7
L53E,2004 FEB,44.0
L53E,2004 MAR,44.5
L53E,2004 APR,45.0
L53E,2004 MAY,45.2
L53E,2004 JUN,45.5
L53E,2004 JUL,45.6
L53E,2004 AUG,45.7
L53E,2004 SEP,45.9
L53E,2004 OCT,46.4
L53E,2004 NOV,47.2
L53E,2004 DEC,48.1
L53E,2005 JAN,48.8
L53E,2005 FEB,49.2
L53E,2005 MAR,49.5
L53E,2005 APR,49.7
L53E,2005 MAY,49.8
L53E,2005 JUN,49.9
L53E,2005 JUL,49.9
L53E,2005 AUG,50.0
L53E,2005 SEP,50.6
L53E,2005 OCT,51.7
L53E,2005 NOV,52.8
L53E,2005 DEC,53.3
L53E,2006 JAN,53.8
L53E,2006 FEB,54.4
L53E,2006 MAR,55.9
L53E,2006 APR,58.3
L53E,2006 MAY,60.7
L53E,2006 JUN,62.2
L53E,2006 JUL,62.8
L53E,2006 AUG,63.3
L53E,2006 SEP,64.1
L53E,2006 OCT,65.8
L53E,2006 NOV,67.1
L53E,2006 DEC,67.9
L53E,2007 JAN,68.2
L53E,2007 FEB,68.4
L53E,2007 MAR,68.4
L53E,2007 APR,67.8
L53E,2007 MAY,67.0
L53E,2007 JUN,66.1
L53E,2007 JUL,65.3
L53E,2007 AUG,64.9
L53E,2007 SEP,64.9
L53E,2007 OCT,64.8
L53E,2007 NOV,64.8
L53E,2007 DEC,64.8
L53E,2008 JAN,65.1
L53E,2008 FEB,72.0
L53E,2008 MAR,72.0
L53E,2008 APR,73.5
L53E,2008 MAY,73.5
L53E,2008 JUN,73.5
L53E,2008 JUL,73.5
L53E,2008 AUG,76.6
L53E,2008 SEP,84.5
L53E,2008 OCT,85.1
L53E,2008 NOV,85.1
L53E,2008 DEC,85.1
L53E,2009 JAN,84.9
L53E,2009 FEB,84.9
L53E,2009 MAR,84.5
L53E,2009 APR,80.2
L53E,2009 MAY,78.5
L53E,2009 JUN,78.5
L53E,2009 JUL,78.5
L53E,2009 AUG,78.5
L53E,2009 SEP,78.5
L53E,2009 OCT,78.2
L53E,2009 NOV,78.2
L53E,2009 DEC,78.2
L53E,2010 JAN,78.2
L53E,2010 FEB,78.2
L53E,2010 MAR,78.2
L53E,2010 APR,78.0
L53E,2010 MAY,78.0
L53E,2010 JUN,78.0
L53E,2010 JUL,78.0
L53E,2010 AUG,78.0
L53E,2010 SEP,78.0
L53E,2010 OCT,77.8
L53E,2010 NOV,77.8
L53E,2010 DEC,78.8
L53E,2011 JAN,79.4
L53E,2011 FEB,80.6
L53E,2011 MAR,81.2
L53E,2011 APR,81.2
L53E,2011 MAY,81.2
L53E,2011 JUN,81.2
L53E,2011 JUL,81.2
L53E,2011 AUG,82.0
L53E,2011 SEP,88.1
L53E,2011 OCT,89.4
L53E,2011 NOV,89.9
L53E,2011 DEC,89.9
L53E,2012 JAN,89.9
L53E,2012 FEB,88.8
L53E,2012 MAR,87.8
L53E,2012 APR,87.8
L53E,2012 MAY,87.7
L53E,2012 JUN,87.7
L53E,2012 JUL,87.7
L53E,2012 AUG,87.7
L53E,2012 SEP,87.7
L53E,2012 OCT,87.3
L53E,2012 NOV,88.9
L53E,2012 DEC,93.4
L53E,2013 JAN,93.4
L53E,2013 FEB,94.5
L53E,2013 MAR,94.5
L53E,2013 APR,94.5
L53E,2013 MAY,94.5
L53E,2013 JUN,94.5
L53E,2013 JUL,94.8
L53E,2013 AUG,94.8
L53E,2013 SEP,94.8
L53E,2013 OCT,94.8
L53E,2013 NOV,94.8
L53E,2013 DEC,101.0
L53E,2014 JAN,100.8
L53E,2014 FEB,101.0
L53E,2014 MAR,100.8
L53E,2014 APR,100.2
L53E,2014 MAY,100.2
L53E,2014 JUN,100.2
L53E,2014 JUL,100.2
L53E,2014 AUG,100.2
L53E,2014 SEP,100.2
L53E,2014 OCT,100.2
L53E,2014 NOV,100.2
L53E,2014 DEC,100.2
L53E,2015 JAN,100.2
L53E,2015 FEB,100.2
L53E,2015 MAR,100.2
L53E,2015 APR,100.0
L53E,2015 MAY,100.0
L53E,2015 JUN,99.9
L53E,2015 JUL,99.9
L53E,2015 AUG,99.9
L53E,2015 SEP,99.9
L53E,2015 OCT,99.9
L53E,2015 NOV,99.9
L53E,2015 DEC,99.9
L53E,2016 JAN,99.9
L53E,2016 FEB,99.9
L53E,2016 MAR,99.9
L53E,2016 APR,99.7
L53E,2016 MAY,99.7
L53E,2016 JUN,99.7
L53E,2016 JUL,99.7
L53E,2016 AUG,99.7
L53E,2016 SEP,99.7
L53E,2016 OCT,99.7
L53E,2016 NOV,99.7
L53E,2016 DEC,99.7
L53E,2017 JAN,99.7
L53E,2017 FEB,99.7
L53E,2017 MAR,100.7
L53E,2017 APR,103.2
L53E,2017 MAY,107.4
L53E,2017 JUN,107.4
L53E,2017 JUL,108.7
L53E,2017 AUG,108.7
L53E,2017 SEP,108.7
L53E,2017 OCT,111.1
L53E,2017 NOV,111.1
L53E,2017 DEC,111.1
L53E,2018 JAN,111.1
L53E,2018 FEB,111.1
L53E,2018 MAR,111.1
L53E,2018 APR,112.1
L53E,2018 MAY,112.2
L53E,2018 JUN,114.7
L53E,2018 JUL,116.7
L53E,2018 AUG,116.7
L53E,2018 SEP,118.8
L53E,2018 OCT,121.2
L53E,2018 NOV,121.2
L53E,2018 DEC,121.2
L53E,2019 JAN,115.3
L53E,2019 FEB,115.4
L53E,2019 MAR,115.4
L53E,2019 APR,127.9
L53E,2019 MAY,127.9
L53E,2019 JUN,127.9
L53E,2019 JUL,127.9
L53E,2019 AUG,127.9
L53E,2019 SEP,127.9
L53E,2019 OCT,125.2
L53E,2019 NOV,125.2
L53E,2019 DEC,125.2
L53E,2020 JAN,125.2
L53E,2020 FEB,125.2
L53E,2020 MAR,125.2
L53E,2020 APR,125.4
L53E,2020 MAY,125.4
L53E,2020 JUN,125.4
L53E,2020 JUL,125.3
L53E,2020 AUG,125.3
L53E,2020 SEP,125.3
L53E,2020 OCT,121.2
L53E,2020 NOV,121.2
L53E,2020 DEC,121.2
L53E,2021 JAN,121.2
L53E,2021 FEB,121.2
L53E,2021 MAR,121.2
L53E,2021 APR,132.3
L53E,2021 MAY,132.3
L53E,2021 JUN,132.3
L53E,2021 JUL,132.5
L53E,2021 AUG,132.5
L53E,2021 SEP,132.5
L53E,2021 OCT,144.0
L53E,2021 NOV,144.0
L53E,2021 DEC,144.0
L53E,2022 JAN,144.5
L53E,2022 FEB,144.5
L53E,2022 MAR,144.5
L53E,2022 APR,203.2
L53E,2022 MAY,203.2
L53E,2022 JUN,203.2
L53E,2022 JUL,204.1
L53E,2022 AUG,204.1
L53E,2022 SEP,204.1
L53E,2022 OCT,238.6
L53E,2022 NOV,238.1
L53E,2022 DEC,238.1
L53E,2023 JAN,240.9
L53E,2023 FEB,240.9
L53E,2023 MAR,240.9
L53E,2023 APR,238.3
L53E,2023 MAY,238.3
L53E,2023 JUN,238.3
L53E,2023 JUL,217.7
L53E,2023 AUG,217.7
L53E,2023 SEP,217.7
L53E,2023 OCT,201.4
L53E,2023 NOV,201.4
L53E,2023 DEC,201.4
L53E,2024 JAN,209.6
L53E,2024 FEB,209.6
L53E,2024 MAR,209.6
L53E,2024 APR,188.1
L53E,2024 MAY,188.1
L53E,2024 JUN,188.1
L53E,2024 JUL,175.3
L53E,2024 AUG,175.3
L53E,2024 SEP,175.3
L53E,2024 OCT,188.8
L53E,2024 NOV,188.8
L52F,1988 JAN,64.4
L52F,1988 FEB,64.6
L52F,1988 MAR,64.8
L52F,1988 APR,65.4
L52F,1988 MAY,65.7
L52F,1988 JUN,66.0
L52F,1988 JUL,65.9
L52F,1988 AUG,66.1
L52F,1988 SEP,66.4
L52F,1988 OCT,66.6
L52F,1988 NOV,66.9
L52F,1988 DEC,67.0
L52F,1989 JAN,67.0
L52F,1989 FEB,67.3
L52F,1989 MAR,67.6
L52F,1989 APR,68.5
L52F,1989 MAY,68.9
L52F,1989 JUN,69.1
L52F,1989 JUL,68.9
L52F,1989 AUG,68.9
L52F,1989 SEP,69.4
L52F,1989 OCT,69.9
L52F,1989 NOV,70.2
L52F,1989 DEC,70.2
L52F,1990 JAN,70.4
L52F,1990 FEB,70.8
L52F,1990 MAR,71.3
L52F,1990 APR,72.4
L52F,1990 MAY,73.1
L52F,1990 JUN,73.3
L52F,1990 JUL,72.8
L52F,1990 AUG,73.8
L52F,1990 SEP,74.5
L52F,1990 OCT,75.1
L52F,1990 NOV,75.0
L52F,1990 DEC,74.9
L52F,1991 JAN,74.5
L52F,1991 FEB,75.0
L52F,1991 MAR,75.2
L52F,1991 APR,77.3
L52F,1991 MAY,77.9
L52F,1991 JUN,78.4
L52F,1991 JUL,77.9
L52F,1991 AUG,78.5
L52F,1991 SEP,78.7
L52F,1991 OCT,79.0
L52F,1991 NOV,79.3
L52F,1991 DEC,79.3
L52F,1992 JAN,78.8
L52F,1992 FEB,79.2
L52F,1992 MAR,79.8
L52F,1992 APR,80.3
L52F,1992 MAY,80.6
L52F,1992 JUN,80.6
L52F,1992 JUL,79.9
L52F,1992 AUG,79.9
L52F,1992 SEP,80.1
L52F,1992 OCT,80.4
L52F,1992 NOV,80.4
L52F,1992 DEC,80.5
L52F,1993 JAN,79.5
L52F,1993 FEB,80.2
L52F,1993 MAR,80.8
L52F,1993 APR,81.3
L52F,1993 MAY,81.7
L52F,1993 JUN,81.6
L52F,1993 JUL,81.0
L52F,1993 AUG,81.4
L52F,1993 SEP,81.8
L52F,1993 OCT,81.6
L52F,1993 NOV,81.2
L52F,1993 DEC,81.5
L52F,1994 JAN,80.9
L52F,1994 FEB,81.5
L52F,1994 MAR,81.8
L52F,1994 APR,82.5
L52F,1994 MAY,82.8
L52F,1994 JUN,82.7
L52F,1994 JUL,81.8
L52F,1994 AUG,82.4
L52F,1994 SEP,82.5
L52F,1994 OCT,82.2
L52F,1994 NOV,82.3
L52F,1994 DEC,82.7
L52F,1995 JAN,82.6
L52F,1995 FEB,83.1
L52F,1995 MAR,83.7
L52F,1995 APR,83.9
L52F,1995 MAY,84.4
L52F,1995 JUN,84.4
L52F,1995 JUL,83.8
L52F,1995 AUG,84.2
L52F,1995 SEP,84.7
L52F,1995 OCT,84.4
L52F,1995 NOV,84.3
L52F,1995 DEC,85.0
L52F,1996 JAN,84.5
L52F,1996 FEB,85.1
L52F,1996 MAR,85.6
L52F,1996 APR,85.8
L52F,1996 MAY,86.1
L52F,1996 JUN,86.0
L52F,1996 JUL,85.0
L52F,1996 AUG,85.6
L52F,1996 SEP,86.1
L52F,1996 OCT,86.0
L52F,1996 NOV,86.0
L52F,1996 DEC,86.4
L52F,1997 JAN,85.6
L52F,1997 FEB,85.8
L52F,1997 MAR,86.1
L52F,1997 APR,86.1
L52F,1997 MAY,86.4
L52F,1997 JUN,86.5
L52F,1997 JUL,85.9
L52F,1997 AUG,86.5
L52F,1997 SEP,86.8
L52F,1997 OCT,86.7
L52F,1997 NOV,86.7
L52F,1997 DEC,86.8
L52F,1998 JAN,85.7
L52F,1998 FEB,86.1
L52F,1998 MAR,86.4
L52F,1998 APR,86.7
L52F,1998 MAY,87.2
L52F,1998 JUN,86.9
L52F,1998 JUL,86.1
L52F,1998 AUG,86.5
L52F,1998 SEP,86.9
L52F,1998 OCT,86.7
L52F,1998 NOV,86.8
L52F,1998 DEC,87.1
L52F,1999 JAN,86.1
L52F,1999 FEB,86.3
L52F,1999 MAR,87.0
L52F,1999 APR,87.1
L52F,1999 MAY,87.3
L52F,1999 JUN,87.1
L52F,1999 JUL,86.1
L52F,1999 AUG,86.5
L52F,1999 SEP,86.8
L52F,1999 OCT,86.6
L52F,1999 NOV,86.7
L52F,1999 DEC,87.0
L52F,2000 JAN,85.4
L52F,2000 FEB,85.8
L52F,2000 MAR,86.1
L52F,2000 APR,86.3
L52F,2000 MAY,86.5
L52F,2000 JUN,86.6
L52F,2000 JUL,85.6
L52F,2000 AUG,85.4
L52F,2000 SEP,86.3
L52F,2000 OCT,86.0
L52F,2000 NOV,86.3
L52F,2000 DEC,86.2
L52F,2001 JAN,84.6
L52F,2001 FEB,85.0
L52F,2001 MAR,85.4
L52F,2001 APR,85.4
L52F,2001 MAY,86.3
L52F,2001 JUN,86.4
L52F,2001 JUL,84.8
L52F,2001 AUG,85.1
L52F,2001 SEP,85.7
L52F,2001 OCT,85.3
L52F,2001 NOV,85.0
L52F,2001 DEC,85.2
L52F,2002 JAN,84.4
L52F,2002 FEB,84.5
L52F,2002 MAR,84.9
L52F,2002 APR,84.8
L52F,2002 MAY,84.8
L52F,2002 JUN,84.4
L52F,2002 JUL,83.6
L52F,2002 AUG,83.7
L52F,2002 SEP,84.3
L52F,2002 OCT,84.2
L52F,2002 NOV,84.3
L52F,2002 DEC,84.2
L52F,2003 JAN,83.4
L52F,2003 FEB,83.8
L52F,2003 MAR,84.2
L52F,2003 APR,84.1
L52F,2003 MAY,84.1
L52F,2003 JUN,83.7
L52F,2003 JUL,83.1
L52F,2003 AUG,83.5
L52F,2003 SEP,84.1
L52F,2003 OCT,84.0
L52F,2003 NOV,84.1
L52F,2003 DEC,84.1
L52F,2004 JAN,83.3
L52F,2004 FEB,83.5
L52F,2004 MAR,83.7
L52F,2004 APR,83.7
L52F,2004 MAY,84.0
L52F,2004 JUN,83.8
L52F,2004 JUL,82.9
L52F,2004 AUG,83.1
L52F,2004 SEP,83.4
L52F,2004 OCT,83.6
L52F,2004 NOV,83.8
L52F,2004 DEC,84.0
L52F,2005 JAN,83.1
L52F,2005 FEB,83.3
L52F,2005 MAR,83.8
L52F,2005 APR,83.8
L52F,2005 MAY,83.9
L52F,2005 JUN,83.9
L52F,2005 JUL,83.2
L52F,2005 AUG,83.5
L52F,2005 SEP,84.0
L52F,2005 OCT,84.1
L52F,2005 NOV,84.2
L52F,2005 DEC,84.3
L52F,2006 JAN,83.4
L52F,2006 FEB,83.8
L52F,2006 MAR,84.0
L52F,2006 APR,84.3
L52F,2006 MAY,85.1
L52F,2006 JUN,85.4
L52F,2006 JUL,84.7
L52F,2006 AUG,85.3
L52F,2006 SEP,85.5
L52F,2006 OCT,85.3
L52F,2006 NOV,85.7
L52F,2006 DEC,86.3
L52F,2007 JAN,85.1
L52F,2007 FEB,85.5
L52F,2007 MAR,86.2
L52F,2007 APR,86.2
L52F,2007 MAY,86.4
L52F,2007 JUN,86.6
L52F,2007 JUL,85.2
L52F,2007 AUG,85.4
L52F,2007 SEP,85.9
L52F,2007 OCT,86.2
L52F,2007 NOV,86.8
L52F,2007 DEC,87.3
L52F,2008 JAN,86.2
L52F,2008 FEB,87.3
L52F,2008 MAR,87.7
L52F,2008 APR,88.4
L52F,2008 MAY,89.1
L52F,2008 JUN,89.9
L52F,2008 JUL,89.3
L52F,2008 AUG,89.8
L52F,2008 SEP,90.9
L52F,2008 OCT,90.3
L52F,2008 NOV,90.0
L52F,2008 DEC,88.9
L52F,2009 JAN,88.0
L52F,2009 FEB,89.3
L52F,2009 MAR,89.5
L52F,2009 APR,89.5
L52F,2009 MAY,90.1
L52F,2009 JUN,90.5
L52F,2009 JUL,89.9
L52F,2009 AUG,90.3
L52F,2009 SEP,90.9
L52F,2009 OCT,91.0
L52F,2009 NOV,91.4
L52F,2009 DEC,91.7
L52F,2010 JAN,91.4
L52F,2010 FEB,91.8
L52F,2010 MAR,92.5
L52F,2010 APR,93.0
L52F,2010 MAY,93.1
L52F,2010 JUN,93.0
L52F,2010 JUL,92.2
L52F,2010 AUG,92.5
L52F,2010 SEP,93.2
L52F,2010 OCT,93.4
L52F,2010 NOV,94.1
L52F,2010 DEC,94.9
L52F,2011 JAN,94.9
L52F,2011 FEB,95.8
L52F,2011 MAR,96.2
L52F,2011 APR,96.8
L52F,2011 MAY,97.3
L52F,2011 JUN,96.9
L52F,2011 JUL,96.3
L52F,2011 AUG,97.0
L52F,2011 SEP,98.5
L52F,2011 OCT,98.6
L52F,2011 NOV,98.9
L52F,2011 DEC,98.8
L52F,2012 JAN,98.2
L52F,2012 FEB,99.2
L52F,2012 MAR,99.6
L52F,2012 APR,99.8
L52F,2012 MAY,99.6
L52F,2012 JUN,98.6
L52F,2012 JUL,98.1
L52F,2012 AUG,98.7
L52F,2012 SEP,99.8
L52F,2012 OCT,100.1
L52F,2012 NOV,100.4
L52F,2012 DEC,100.8
L52F,2013 JAN,100.1
L52F,2013 FEB,101.1
L52F,2013 MAR,101.5
L52F,2013 APR,101.5
L52F,2013 MAY,101.5
L52F,2013 JUN,101.1
L52F,2013 JUL,100.5
L52F,2013 AUG,101.1
L52F,2013 SEP,101.9
L52F,2013 OCT,101.8
L52F,2013 NOV,102.0
L52F,2013 DEC,102.5
L52F,2014 JAN,101.6
L52F,2014 FEB,102.3
L52F,2014 MAR,102.6
L52F,2014 APR,102.4
L52F,2014 MAY,102.4
L52F,2014 JUN,102.4
L52F,2014 JUL,101.3
L52F,2014 AUG,101.7
L52F,2014 SEP,102.2
L52F,2014 OCT,102.1
L52F,2014 NOV,101.8
L52F,2014 DEC,101.5
L52F,2015 JAN,100.0
L52F,2015 FEB,100.2
L52F,2015 MAR,100.5
L52F,2015 APR,100.4
L52F,2015 MAY,100.6
L52F,2015 JUN,100.4
L52F,2015 JUL,99.5
L52F,2015 AUG,99.7
L52F,2015 SEP,99.8
L52F,2015 OCT,99.9
L52F,2015 NOV,99.8
L52F,2015 DEC,99.3
L52F,2016 JAN,98.5
L52F,2016 FEB,98.6
L52F,2016 MAR,98.8
L52F,2016 APR,98.7
L52F,2016 MAY,98.8
L52F,2016 JUN,98.7
L52F,2016 JUL,98.0
L52F,2016 AUG,98.2
L52F,2016 SEP,99.2
L52F,2016 OCT,99.5
L52F,2016 NOV,100.0
L52F,2016 DEC,100.0
L52F,2017 JAN,99.6
L52F,2017 FEB,100.5
L52F,2017 MAR,101.2
L52F,2017 APR,101.1
L52F,2017 MAY,101.7
L52F,2017 JUN,101.3
L52F,2017 JUL,100.7
L52F,2017 AUG,101.3
L52F,2017 SEP,102.4
L52F,2017 OCT,102.8
L52F,2017 NOV,103.4
L52F,2017 DEC,103.4
L52F,2018 JAN,102.8
L52F,2018 FEB,103.4
L52F,2018 MAR,103.7
L52F,2018 APR,103.8
L52F,2018 MAY,104.2
L52F,2018 JUN,103.9
L52F,2018 JUL,103.3
L52F,2018 AUG,104.1
L52F,2018 SEP,104.9
L52F,2018 OCT,105.1
L52F,2018 NOV,105.6
L52F,2018 DEC,105.3
L52F,2019 JAN,104.1
L52F,2019 FEB,104.8
L52F,2019 MAR,105.1
L52F,2019 APR,105.2
L52F,2019 MAY,105.8
L52F,2019 JUN,105.5
L52F,2019 JUL,105.1
L52F,2019 AUG,105.4
L52F,2019 SEP,105.9
L52F,2019 OCT,105.6
L52F,2019 NOV,106.1
L52F,2019 DEC,105.8
L52F,2020 JAN,105.4
L52F,2020 FEB,105.8
L52F,2020 MAR,105.7
L52F,2020 APR,104.8
L52F,2020 MAY,104.8
L52F,2020 JUN,104.9
L52F,2020 JUL,105.0
L52F,2020 AUG,105.2
L52F,2020 SEP,105.6
L52F,2020 OCT,105.7
L52F,2020 NOV,105.4
L52F,2020 DEC,105.6
L52F,2021 JAN,105.2
L52F,2021 FEB,105.3
L52F,2021 MAR,105.7
L52F,2021 APR,106.4
L52F,2021 MAY,107.3
L52F,2021 JUN,108.0
L52F,2021 JUL,107.7
L52F,2021 AUG,108.7
L52F,2021 SEP,109.3
L52F,2021 OCT,110.9
L52F,2021 NOV,112.2
L52F,2021 DEC,112.9
L52F,2022 JAN,112.8
L52F,2022 FEB,114.0
L52F,2022 MAR,115.7
L52F,2022 APR,119.6
L52F,2022 MAY,120.6
L52F,2022 JUN,121.7
L52F,2022 JUL,122.3
L52F,2022 AUG,122.8
L52F,2022 SEP,123.7
L52F,2022 OCT,127.3
L52F,2022 NOV,128.0
L52F,2022 DEC,128.1
L52F,2023 JAN,127.7
L52F,2023 FEB,129.4
L52F,2023 MAR,130.4
L52F,2023 APR,131.5
L52F,2023 MAY,132.3
L52F,2023 JUN,132.0
L52F,2023 JUL,129.7
L52F,2023 AUG,130.5
L52F,2023 SEP,131.4
L52F,2023 OCT,131.0
L52F,2023 NOV,130.5
L52F,2023 DEC,130.5
L52F,2024 JAN,130.0
