series,date,value
L52F,2024 FEB,130.8
L52F,2024 MAR,131.5
L52F,2024 APR,130.5
L52F,2024 MAY,130.5
L52F,2024 JUN,130.1
L52F,2024 JUL,129.0
L52F,2024 AUG,129.3
L52F,2024 SEP,129.6
L52F,2024 OCT,130.6
L52F,2024 NOV,131.0
L52Z,1988 JAN,200.3
L52Z,1988 FEB,201.7
L52Z,1988 MAR,203.2
L52Z,1988 APR,203.5
L52Z,1988 MAY,207.0
L52Z,1988 JUN,207.8
L52Z,1988 JUL,203.5
L52Z,1988 AUG,203.3
L52Z,1988 SEP,206.6
L52Z,1988 OCT,210.6
L52Z,1988 NOV,212.0
L52Z,1988 DEC,212.8
L52Z,1989 JAN,207.6
L52Z,1989 FEB,209.7
L52Z,1989 MAR,210.7
L52Z,1989 APR,215.2
L52Z,1989 MAY,216.6
L52Z,1989 JUN,216.9
L52Z,1989 JUL,211.9
L52Z,1989 AUG,211.8
L52Z,1989 SEP,216.6
L52Z,1989 OCT,219.2
L52Z,1989 NOV,220.7
L52Z,1989 DEC,220.4
L52Z,1990 JAN,214.5
L52Z,1990 FEB,217.0
L52Z,1990 MAR,218.6
L52Z,1990 APR,222.5
L52Z,1990 MAY,223.4
L52Z,1990 JUN,222.8
L52Z,1990 JUL,215.8
L52Z,1990 AUG,217.9
L52Z,1990 SEP,223.5
L52Z,1990 OCT,226.2
L52Z,1990 NOV,228.2
L52Z,1990 DEC,227.9
L52Z,1991 JAN,217.0
L52Z,1991 FEB,217.6
L52Z,1991 MAR,220.3
L52Z,1991 APR,225.0
L52Z,1991 MAY,226.0
L52Z,1991 JUN,226.7
L52Z,1991 JUL,216.0
L52Z,1991 AUG,219.5
L52Z,1991 SEP,226.3
L52Z,1991 OCT,229.3
L52Z,1991 NOV,230.3
L52Z,1991 DEC,230.5
L52Z,1992 JAN,216.4
L52Z,1992 FEB,218.1
L52Z,1992 MAR,221.3
L52Z,1992 APR,223.4
L52Z,1992 MAY,223.2
L52Z,1992 JUN,224.1
L52Z,1992 JUL,213.2
L52Z,1992 AUG,212.8
L52Z,1992 SEP,221.9
L52Z,1992 OCT,225.2
L52Z,1992 NOV,224.2
L52Z,1992 DEC,223.0
L52Z,1993 JAN,211.0
L52Z,1993 FEB,212.6
L52Z,1993 MAR,215.6
L52Z,1993 APR,217.6
L52Z,1993 MAY,218.5
L52Z,1993 JUN,216.5
L52Z,1993 JUL,208.2
L52Z,1993 AUG,211.0
L52Z,1993 SEP,219.8
L52Z,1993 OCT,220.3
L52Z,1993 NOV,220.6
L52Z,1993 DEC,220.0
L52Z,1994 JAN,207.4
L52Z,1994 FEB,210.4
L52Z,1994 MAR,212.9
L52Z,1994 APR,212.9
L52Z,1994 MAY,213.1
L52Z,1994 JUN,212.6
L52Z,1994 JUL,203.1
L52Z,1994 AUG,208.0
L52Z,1994 SEP,214.9
L52Z,1994 OCT,214.3
L52Z,1994 NOV,215.5
L52Z,1994 DEC,215.8
L52Z,1995 JAN,204.4
L52Z,1995 FEB,205.1
L52Z,1995 MAR,207.1
L52Z,1995 APR,208.8
L52Z,1995 MAY,209.6
L52Z,1995 JUN,208.8
L52Z,1995 JUL,198.5
L52Z,1995 AUG,201.8
L52Z,1995 SEP,210.2
L52Z,1995 OCT,210.1
L52Z,1995 NOV,211.2
L52Z,1995 DEC,211.8
L52Z,1996 JAN,197.5
L52Z,1996 FEB,198.2
L52Z,1996 MAR,200.6
L52Z,1996 APR,201.6
L52Z,1996 MAY,202.3
L52Z,1996 JUN,202.3
L52Z,1996 JUL,191.4
L52Z,1996 AUG,194.2
L52Z,1996 SEP,204.0
L52Z,1996 OCT,204.1
L52Z,1996 NOV,206.4
L52Z,1996 DEC,206.5
L52Z,1997 JAN,193.4
L52Z,1997 FEB,194.5
L52Z,1997 MAR,197.7
L52Z,1997 APR,198.5
L52Z,1997 MAY,199.3
L52Z,1997 JUN,198.2
L52Z,1997 JUL,187.4
L52Z,1997 AUG,191.1
L52Z,1997 SEP,199.9
L52Z,1997 OCT,199.6
L52Z,1997 NOV,202.2
L52Z,1997 DEC,201.5
L52Z,1998 JAN,186.1
L52Z,1998 FEB,188.3
L52Z,1998 MAR,191.6
L52Z,1998 APR,190.6
L52Z,1998 MAY,193.3
L52Z,1998 JUN,192.6
L52Z,1998 JUL,179.2
L52Z,1998 AUG,183.0
L52Z,1998 SEP,193.3
L52Z,1998 OCT,191.3
L52Z,1998 NOV,193.2
L52Z,1998 DEC,192.3
L52Z,1999 JAN,177.0
L52Z,1999 FEB,178.9
L52Z,1999 MAR,181.7
L52Z,1999 APR,180.6
L52Z,1999 MAY,182.1
L52Z,1999 JUN,181.7
L52Z,1999 JUL,170.5
L52Z,1999 AUG,173.9
L52Z,1999 SEP,182.0
L52Z,1999 OCT,180.2
L52Z,1999 NOV,180.8
L52Z,1999 DEC,179.5
L52Z,2000 JAN,165.1
L52Z,2000 FEB,167.8
L52Z,2000 MAR,169.8
L52Z,2000 APR,170.4
L52Z,2000 MAY,170.1
L52Z,2000 JUN,169.1
L52Z,2000 JUL,155.0
L52Z,2000 AUG,158.1
L52Z,2000 SEP,164.3
L52Z,2000 OCT,164.7
L52Z,2000 NOV,165.5
L52Z,2000 DEC,164.4
L52Z,2001 JAN,152.4
L52Z,2001 FEB,154.4
L52Z,2001 MAR,156.8
L52Z,2001 APR,154.9
L52Z,2001 MAY,155.3
L52Z,2001 JUN,155.1
L52Z,2001 JUL,143.4
L52Z,2001 AUG,147.6
L52Z,2001 SEP,152.4
L52Z,2001 OCT,151.2
L52Z,2001 NOV,152.0
L52Z,2001 DEC,151.5
L52Z,2002 JAN,142.2
L52Z,2002 FEB,141.8
L52Z,2002 MAR,143.3
L52Z,2002 APR,142.6
L52Z,2002 MAY,143.2
L52Z,2002 JUN,141.8
L52Z,2002 JUL,132.5
L52Z,2002 AUG,134.3
L52Z,2002 SEP,141.2
L52Z,2002 OCT,140.3
L52Z,2002 NOV,142.6
L52Z,2002 DEC,139.7
L52Z,2003 JAN,133.7
L52Z,2003 FEB,135.4
L52Z,2003 MAR,136.3
L52Z,2003 APR,136.2
L52Z,2003 MAY,136.3
L52Z,2003 JUN,135.1
L52Z,2003 JUL,129.6
L52Z,2003 AUG,132.6
L52Z,2003 SEP,136.1
L52Z,2003 OCT,135.3
L52Z,2003 NOV,136.0
L52Z,2003 DEC,134.3
L52Z,2004 JAN,129.9
L52Z,2004 FEB,129.6
L52Z,2004 MAR,129.4
L52Z,2004 APR,129.1
L52Z,2004 MAY,129.5
L52Z,2004 JUN,128.0
L52Z,2004 JUL,122.7
L52Z,2004 AUG,124.5
L52Z,2004 SEP,127.8
L52Z,2004 OCT,127.7
L52Z,2004 NOV,128.3
L52Z,2004 DEC,126.5
L52Z,2005 JAN,121.7
L52Z,2005 FEB,121.4
L52Z,2005 MAR,122.5
L52Z,2005 APR,122.1
L52Z,2005 MAY,122.3
L52Z,2005 JUN,121.9
L52Z,2005 JUL,116.6
L52Z,2005 AUG,118.8
L52Z,2005 SEP,120.8
L52Z,2005 OCT,121.0
L52Z,2005 NOV,121.8
L52Z,2005 DEC,121.5
L52Z,2006 JAN,116.2
L52Z,2006 FEB,116.0
L52Z,2006 MAR,116.9
L52Z,2006 APR,116.9
L52Z,2006 MAY,117.8
L52Z,2006 JUN,117.1
L52Z,2006 JUL,111.3
L52Z,2006 AUG,114.1
L52Z,2006 SEP,116.6
L52Z,2006 OCT,117.0
L52Z,2006 NOV,117.8
L52Z,2006 DEC,116.4
L52Z,2007 JAN,111.2
L52Z,2007 FEB,110.9
L52Z,2007 MAR,112.1
L52Z,2007 APR,113.3
L52Z,2007 MAY,113.1
L52Z,2007 JUN,112.9
L52Z,2007 JUL,108.1
L52Z,2007 AUG,109.7
L52Z,2007 SEP,111.6
L52Z,2007 OCT,111.5
L52Z,2007 NOV,112.2
L52Z,2007 DEC,111.4
L52Z,2008 JAN,105.6
L52Z,2008 FEB,105.4
L52Z,2008 MAR,105.9
L52Z,2008 APR,105.7
L52Z,2008 MAY,105.5
L52Z,2008 JUN,103.9
L52Z,2008 JUL,100.1
L52Z,2008 AUG,101.6
L52Z,2008 SEP,104.1
L52Z,2008 OCT,103.5
L52Z,2008 NOV,103.6
L52Z,2008 DEC,99.3
L52Z,2009 JAN,94.4
L52Z,2009 FEB,94.8
L52Z,2009 MAR,95.9
L52Z,2009 APR,96.0
L52Z,2009 MAY,96.3
L52Z,2009 JUN,94.7
L52Z,2009 JUL,91.3
L52Z,2009 AUG,92.4
L52Z,2009 SEP,96.0
L52Z,2009 OCT,95.3
L52Z,2009 NOV,96.1
L52Z,2009 DEC,94.9
L52Z,2010 JAN,89.3
L52Z,2010 FEB,91.2
L52Z,2010 MAR,92.9
L52Z,2010 APR,95.2
L52Z,2010 MAY,95.4
L52Z,2010 JUN,93.2
L52Z,2010 JUL,88.3
L52Z,2010 AUG,90.9
L52Z,2010 SEP,97.3
L52Z,2010 OCT,96.7
L52Z,2010 NOV,98.7
L52Z,2010 DEC,96.9
L52Z,2011 JAN,91.1
L52Z,2011 FEB,94.6
L52Z,2011 MAR,95.8
L52Z,2011 APR,97.1
L52Z,2011 MAY,97.3
L52Z,2011 JUN,95.6
L52Z,2011 JUL,92.1
L52Z,2011 AUG,95.6
L52Z,2011 SEP,100.2
L52Z,2011 OCT,101.2
L52Z,2011 NOV,102.4
L52Z,2011 DEC,99.2
L52Z,2012 JAN,94.2
L52Z,2012 FEB,97.2
L52Z,2012 MAR,99.4
L52Z,2012 APR,99.4
L52Z,2012 MAY,99.2
L52Z,2012 JUN,94.7
L52Z,2012 JUL,92.0
L52Z,2012 AUG,95.0
L52Z,2012 SEP,99.7
L52Z,2012 OCT,101.0
L52Z,2012 NOV,101.8
L52Z,2012 DEC,100.2
L52Z,2013 JAN,94.5
L52Z,2013 FEB,96.6
L52Z,2013 MAR,99.0
L52Z,2013 APR,99.1
L52Z,2013 MAY,100.3
L52Z,2013 JUN,98.1
L52Z,2013 JUL,94.8
L52Z,2013 AUG,96.8
L52Z,2013 SEP,101.2
L52Z,2013 OCT,102.4
L52Z,2013 NOV,103.1
L52Z,2013 DEC,102.2
L52Z,2014 JAN,96.3
L52Z,2014 FEB,97.6
L52Z,2014 MAR,99.4
L52Z,2014 APR,100.2
L52Z,2014 MAY,100.0
L52Z,2014 JUN,100.7
L52Z,2014 JUL,94.3
L52Z,2014 AUG,97.3
L52Z,2014 SEP,101.5
L52Z,2014 OCT,102.1
L52Z,2014 NOV,103.0
L52Z,2014 DEC,101.9
L52Z,2015 JAN,97.9
L52Z,2015 FEB,99.3
L52Z,2015 MAR,99.0
L52Z,2015 APR,99.8
L52Z,2015 MAY,100.4
L52Z,2015 JUN,99.9
L52Z,2015 JUL,96.5
L52Z,2015 AUG,98.0
L52Z,2015 SEP,101.0
L52Z,2015 OCT,103.3
L52Z,2015 NOV,103.2
L52Z,2015 DEC,101.8
L52Z,2016 JAN,98.3
L52Z,2016 FEB,99.7
L52Z,2016 MAR,100.7
L52Z,2016 APR,100.3
L52Z,2016 MAY,100.0
L52Z,2016 JUN,99.5
L52Z,2016 JUL,95.9
L52Z,2016 AUG,96.9
L52Z,2016 SEP,102.2
L52Z,2016 OCT,102.4
L52Z,2016 NOV,104.1
L52Z,2016 DEC,103.1
L52Z,2017 JAN,98.7
L52Z,2017 FEB,100.0
L52Z,2017 MAR,101.9
L52Z,2017 APR,103.0
L52Z,2017 MAY,103.6
L52Z,2017 JUN,102.4
L52Z,2017 JUL,99.4
L52Z,2017 AUG,101.8
L52Z,2017 SEP,106.0
L52Z,2017 OCT,106.2
L52Z,2017 NOV,107.6
L52Z,2017 DEC,106.6
L52Z,2018 JAN,102.7
L52Z,2018 FEB,104.0
L52Z,2018 MAR,104.5
L52Z,2018 APR,104.7
L52Z,2018 MAY,104.9
L52Z,2018 JUN,102.5
L52Z,2018 JUL,98.9
L52Z,2018 AUG,102.1
L52Z,2018 SEP,105.6
L52Z,2018 OCT,105.3
L52Z,2018 NOV,107.1
L52Z,2018 DEC,106.2
L52Z,2019 JAN,101.3
L52Z,2019 FEB,102.4
L52Z,2019 MAR,103.4
L52Z,2019 APR,103.7
L52Z,2019 MAY,104.2
L52Z,2019 JUN,103.1
L52Z,2019 JUL,99.9
L52Z,2019 AUG,101.9
L52Z,2019 SEP,105.2
L52Z,2019 OCT,106.2
L52Z,2019 NOV,107.3
L52Z,2019 DEC,105.3
L52Z,2020 JAN,101.8
L52Z,2020 FEB,102.6
L52Z,2020 MAR,102.0
L52Z,2020 APR,100.6
L52Z,2020 MAY,100.9
L52Z,2020 JUN,101.0
L52Z,2020 JUL,100.0
L52Z,2020 AUG,100.3
L52Z,2020 SEP,103.5
L52Z,2020 OCT,106.4
L52Z,2020 NOV,103.4
L52Z,2020 DEC,103.5
L52Z,2021 JAN,98.7
L52Z,2021 FEB,97.2
L52Z,2021 MAR,98.6
L52Z,2021 APR,101.0
L52Z,2021 MAY,103.4
L52Z,2021 JUN,104.3
L52Z,2021 JUL,102.0
L52Z,2021 AUG,102.2
L52Z,2021 SEP,104.4
L52Z,2021 OCT,106.1
L52Z,2021 NOV,107.3
L52Z,2021 DEC,108.2
L52Z,2022 JAN,104.8
L52Z,2022 FEB,105.8
L52Z,2022 MAR,108.6
L52Z,2022 APR,109.5
L52Z,2022 MAY,110.9
L52Z,2022 JUN,111.0
L52Z,2022 JUL,109.1
L52Z,2022 AUG,110.2
L52Z,2022 SEP,113.6
L52Z,2022 OCT,115.6
L52Z,2022 NOV,116.0
L52Z,2022 DEC,115.9
L52Z,2023 JAN,111.6
L52Z,2023 FEB,114.8
L52Z,2023 MAR,116.6
L52Z,2023 APR,117.5
L52Z,2023 MAY,119.3
L52Z,2023 JUN,119.2
L52Z,2023 JUL,116.3
L52Z,2023 AUG,118.2
L52Z,2023 SEP,121.9
L52Z,2023 OCT,123.3
L52Z,2023 NOV,122.9
L52Z,2023 DEC,123.7
L52Z,2024 JAN,118.5
L52Z,2024 FEB,121.3
L52Z,2024 MAR,121.9
L52Z,2024 APR,122.3
L52Z,2024 MAY,123.2
L52Z,2024 JUN,121.8
L52Z,2024 JUL,119.3
L52Z,2024 AUG,120.8
L52Z,2024 SEP,123.3
L52Z,2024 OCT,125.0
L52Z,2024 NOV,125.9
L5KR,1988 JAN,16.3
L5KR,1988 FEB,16.3
L5KR,1988 MAR,16.3
L5KR,1988 APR,16.6
L5KR,1988 MAY,16.6
L5KR,1988 JUN,16.6
L5KR,1988 JUL,16.6
L5KR,1988 AUG,16.6
L5KR,1988 SEP,16.7
L5KR,1988 OCT,16.7
L5KR,1988 NOV,16.9
L5KR,1988 DEC,16.9
L5KR,1989 JAN,17.0
L5KR,1989 FEB,17.0
L5KR,1989 MAR,17.0
L5KR,1989 APR,17.0
L5KR,1989 MAY,17.0
L5KR,1989 JUN,17.0
L5KR,1989 JUL,17.0
L5KR,1989 AUG,17.0
L5KR,1989 SEP,17.1
L5KR,1989 OCT,17.3
L5KR,1989 NOV,17.4
L5KR,1989 DEC,17.4
L5KR,1990 JAN,17.4
L5KR,1990 FEB,17.4
L5KR,1990 MAR,17.4
L5KR,1990 APR,18.1
L5KR,1990 MAY,18.4
L5KR,1990 JUN,18.5
L5KR,1990 JUL,18.5
L5KR,1990 AUG,18.5
L5KR,1990 SEP,18.5
L5KR,1990 OCT,18.7
L5KR,1990 NOV,18.8
L5KR,1990 DEC,18.9
L5KR,1991 JAN,19.0
L5KR,1991 FEB,19.0
L5KR,1991 MAR,19.0
L5KR,1991 APR,21.2
L5KR,1991 MAY,21.4
L5KR,1991 JUN,21.4
L5KR,1991 JUL,21.4
L5KR,1991 AUG,21.4
L5KR,1991 SEP,21.4
L5KR,1991 OCT,21.4
L5KR,1991 NOV,21.8
L5KR,1991 DEC,22.0
L5KR,1992 JAN,22.1
L5KR,1992 FEB,22.1
L5KR,1992 MAR,22.1
L5KR,1992 APR,23.4
L5KR,1992 MAY,23.5
L5KR,1992 JUN,23.5
L5KR,1992 JUL,23.5
L5KR,1992 AUG,23.5
L5KR,1992 SEP,23.5
L5KR,1992 OCT,23.5
L5KR,1992 NOV,23.7
L5KR,1992 DEC,24.0
L5KR,1993 JAN,24.1
L5KR,1993 FEB,24.1
L5KR,1993 MAR,24.1
L5KR,1993 APR,25.0
L5KR,1993 MAY,25.2
L5KR,1993 JUN,25.2
L5KR,1993 JUL,25.2
L5KR,1993 AUG,25.5
L5KR,1993 SEP,25.6
L5KR,1993 OCT,25.7
L5KR,1993 NOV,25.7
L5KR,1993 DEC,26.2
L5KR,1994 JAN,26.8
L5KR,1994 FEB,26.9
L5KR,1994 MAR,26.9
L5KR,1994 APR,27.0
L5KR,1994 MAY,27.1
L5KR,1994 JUN,27.1
L5KR,1994 JUL,27.1
L5KR,1994 AUG,27.1
L5KR,1994 SEP,27.1
L5KR,1994 OCT,27.1
L5KR,1994 NOV,27.0
L5KR,1994 DEC,27.5
L5KR,1995 JAN,28.2
L5KR,1995 FEB,28.5
L5KR,1995 MAR,28.5
L5KR,1995 APR,28.8
L5KR,1995 MAY,28.9
L5KR,1995 JUN,29.0
L5KR,1995 JUL,29.0
L5KR,1995 AUG,28.9
L5KR,1995 SEP,28.9
L5KR,1995 OCT,28.9
L5KR,1995 NOV,28.9
L5KR,1995 DEC,29.6
L5KR,1996 JAN,30.2
L5KR,1996 FEB,30.3
L5KR,1996 MAR,30.3
L5KR,1996 APR,30.6
L5KR,1996 MAY,30.8
L5KR,1996 JUN,30.8
L5KR,1996 JUL,30.8
L5KR,1996 AUG,30.8
L5KR,1996 SEP,30.9
L5KR,1996 OCT,30.9
L5KR,1996 NOV,30.9
L5KR,1996 DEC,31.5
L5KR,1997 JAN,32.1
L5KR,1997 FEB,32.2
L5KR,1997 MAR,32.3
L5KR,1997 APR,32.7
L5KR,1997 MAY,32.9
L5KR,1997 JUN,32.9
L5KR,1997 JUL,32.9
L5KR,1997 AUG,33.4
L5KR,1997 SEP,33.4
L5KR,1997 OCT,33.5
L5KR,1997 NOV,33.5
L5KR,1997 DEC,34.2
L5KR,1998 JAN,35.1
L5KR,1998 FEB,35.2
L5KR,1998 MAR,35.2
L5KR,1998 APR,35.8
L5KR,1998 MAY,35.9
L5KR,1998 JUN,35.9
L5KR,1998 JUL,36.0
L5KR,1998 AUG,36.0
L5KR,1998 SEP,36.0
L5KR,1998 OCT,36.0
L5KR,1998 NOV,36.1
L5KR,1998 DEC,37.1
L5KR,1999 JAN,37.9
L5KR,1999 FEB,38.0
L5KR,1999 MAR,39.3
L5KR,1999 APR,39.9
L5KR,1999 MAY,39.9
L5KR,1999 JUN,40.0
L5KR,1999 JUL,40.7
L5KR,1999 AUG,40.7
L5KR,1999 SEP,40.8
L5KR,1999 OCT,40.8
L5KR,1999 NOV,40.8
L5KR,1999 DEC,40.8
L5KR,2000 JAN,40.8
L5KR,2000 FEB,41.2
L5KR,2000 MAR,41.2
L5KR,2000 APR,43.8
L5KR,2000 MAY,43.8
L5KR,2000 JUN,43.9
L5KR,2000 JUL,43.9
L5KR,2000 AUG,44.2
L5KR,2000 SEP,44.5
L5KR,2000 OCT,44.5
L5KR,2000 NOV,44.5
L5KR,2000 DEC,44.5
L5KR,2001 JAN,44.5
L5KR,2001 FEB,45.0
L5KR,2001 MAR,45.6
L5KR,2001 APR,45.7
L5KR,2001 MAY,45.8
L5KR,2001 JUN,45.8
L5KR,2001 JUL,45.8
L5KR,2001 AUG,45.8
L5KR,2001 SEP,46.3
L5KR,2001 OCT,46.3
L5KR,2001 NOV,46.3
L5KR,2001 DEC,46.4
L5KR,2002 JAN,46.4
L5KR,2002 FEB,46.5
L5KR,2002 MAR,46.4
L5KR,2002 APR,46.5
L5KR,2002 MAY,47.1
L5KR,2002 JUN,47.1
L5KR,2002 JUL,47.4
L5KR,2002 AUG,47.4
L5KR,2002 SEP,47.6
L5KR,2002 OCT,47.6
L5KR,2002 NOV,47.8
L5KR,2002 DEC,47.8
L5KR,2003 JAN,47.8
L5KR,2003 FEB,47.9
L5KR,2003 MAR,47.9
L5KR,2003 APR,48.5
L5KR,2003 MAY,48.6
L5KR,2003 JUN,48.7
L5KR,2003 JUL,49.4
L5KR,2003 AUG,49.4
L5KR,2003 SEP,49.4
L5KR,2003 OCT,49.4
L5KR,2003 NOV,49.4
L5KR,2003 DEC,49.3
L5KR,2004 JAN,49.3
L5KR,2004 FEB,49.4
L5KR,2004 MAR,49.4
L5KR,2004 APR,50.3
L5KR,2004 MAY,50.4
L5KR,2004 JUN,50.7
L5KR,2004 JUL,51.1
L5KR,2004 AUG,51.2
L5KR,2004 SEP,51.2
L5KR,2004 OCT,51.3
L5KR,2004 NOV,51.3
L5KR,2004 DEC,51.3
L5KR,2005 JAN,51.7
L5KR,2005 FEB,51.9
L5KR,2005 MAR,51.9
L5KR,2005 APR,52.8
L5KR,2005 MAY,52.8
L5KR,2005 JUN,52.8
L5KR,2005 JUL,52.9
L5KR,2005 AUG,52.9
L5KR,2005 SEP,52.9
L5KR,2005 OCT,53.3
L5KR,2005 NOV,53.7
L5KR,2005 DEC,53.7
L5KR,2006 JAN,53.7
L5KR,2006 FEB,53.7
L5KR,2006 MAR,53.8
L5KR,2006 APR,54.7
L5KR,2006 MAY,54.9
L5KR,2006 JUN,55.7
L5KR,2006 JUL,55.7
L5KR,2006 AUG,55.8
L5KR,2006 SEP,55.8
L5KR,2006 OCT,55.9
L5KR,2006 NOV,55.9
L5KR,2006 DEC,55.9
L5KR,2007 JAN,56.8
L5KR,2007 FEB,57.1
L5KR,2007 MAR,57.1
L5KR,2007 APR,58.3
L5KR,2007 MAY,58.4
L5KR,2007 JUN,58.4
L5KR,2007 JUL,58.4
L5KR,2007 AUG,58.4
L5KR,2007 SEP,58.5
L5KR,2007 OCT,58.5
L5KR,2007 NOV,58.5
L5KR,2007 DEC,58.4
L5KR,2008 JAN,58.8
L5KR,2008 FEB,59.5
L5KR,2008 MAR,59.7
L5KR,2008 APR,61.0
L5KR,2008 MAY,61.0
L5KR,2008 JUN,61.0
L5KR,2008 JUL,61.0
L5KR,2008 AUG,61.0
L5KR,2008 SEP,61.1
L5KR,2008 OCT,61.1
L5KR,2008 NOV,61.1
L5KR,2008 DEC,61.2
L5KR,2009 JAN,61.6
L5KR,2009 FEB,62.1
L5KR,2009 MAR,62.5
L5KR,2009 APR,62.5
L5KR,2009 MAY,63.3
L5KR,2009 JUN,63.4
L5KR,2009 JUL,63.4
L5KR,2009 AUG,63.4
L5KR,2009 SEP,63.4
L5KR,2009 OCT,63.4
L5KR,2009 NOV,63.4
L5KR,2009 DEC,64.0
L5KR,2010 JAN,66.2
L5KR,2010 FEB,66.4
L5KR,2010 MAR,66.5
L5KR,2010 APR,68.2
L5KR,2010 MAY,68.3
L5KR,2010 JUN,68.0
L5KR,2010 JUL,68.0
L5KR,2010 AUG,67.9
L5KR,2010 SEP,67.9
L5KR,2010 OCT,68.3
